"","gameId","quarter","playId","playDescription","possessionTeam","Home","Result","kickerId","gameClock","kickLength","preSnapHomeScore","preSnapVisitorScore","scoreDifference","secondsRemain","average_temperature","StadiumName","RoofType","TimeMeasure","TimeStartGame","TimeEndGame","real_WindSpeed","condition"
"320",2018101406,2,1030,"(13:27) A.Vinatieri 21 yard field goal is GOOD, Center-L.Rhodes, Holder-R.Sanchez.","IND",0,1,21213,"13:27:00",21,10,7,3,2607,57.965,"MetLife Stadium","Outdoor","10/14/2018 14:00","10/14/2018 13:00","10/14/2018 16:10",6.96,0
"321",2018101406,2,2197,"(:03) J.Myers 32 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards.","NYJ",1,1,41175,"00:03:00",32,20,13,7,1803,57.965,"MetLife Stadium","Outdoor","10/14/2018 14:00","10/14/2018 13:00","10/14/2018 16:10",6.96,0
"322",2018101406,3,2796,"(3:57) J.Myers 37 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards.","NYJ",1,1,41175,"03:57:00",37,30,20,10,1137,57.965,"MetLife Stadium","Outdoor","10/14/2018 15:00","10/14/2018 13:00","10/14/2018 16:10",9.2,0
"323",2018101406,4,3531,"(9:44) J.Myers 45 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards.","NYJ",1,1,41175,"09:44:00",45,33,27,6,584,57.965,"MetLife Stadium","Outdoor","10/14/2018 16:00","10/14/2018 13:00","10/14/2018 16:10",9.2,0
"324",2018101406,4,3811,"(5:58) J.Myers 37 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards.","NYJ",1,1,41175,"05:58:00",37,36,27,9,358,57.965,"MetLife Stadium","Outdoor","10/14/2018 16:00","10/14/2018 13:00","10/14/2018 16:10",9.2,0
"325",2018101406,4,4146,"(3:22) J.Myers 45 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards.","NYJ",1,1,41175,"03:22:00",45,39,27,12,202,57.965,"MetLife Stadium","Outdoor","10/14/2018 16:00","10/14/2018 13:00","10/14/2018 16:10",9.2,0
"326",2018101407,2,1413,"(6:22) (Field Goal formation) M.McCrane 48 yard field goal is No Good, Wide Left, Center-T.Sieg, Holder-J.Townsend.","OAK",1,0,46663,"06:22:00",48,0,14,-14,2182,50.09,"Wembley Stadium","Outdoor","10/14/2018 19:00","10/14/2018 18:00","10/14/2018 20:50",12.74,0
"327",2018101407,2,2031,"(:04) (Field Goal formation) S.Janikowski 44 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.","SEA",0,1,25326,"00:04:00",44,0,14,-14,1804,50.09,"Wembley Stadium","Outdoor","10/14/2018 19:00","10/14/2018 18:00","10/14/2018 20:50",12.74,0
"328",2018101407,3,2281,"(11:45) (Field Goal formation) S.Janikowski 26 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.","SEA",0,1,25326,"11:45:00",26,0,17,-17,1605,50.09,"Wembley Stadium","Outdoor","10/14/2018 20:00","10/14/2018 18:00","10/14/2018 20:50",10.31,1
"329",2018101407,4,3362,"(8:30) (Field Goal formation) M.McCrane 43 yard field goal is GOOD, Center-T.Sieg, Holder-J.Townsend.","OAK",1,1,46663,"08:30:00",43,0,27,-27,510,50.09,"Wembley Stadium","Outdoor","10/14/2018 21:00","10/14/2018 18:00","10/14/2018 20:50",10.31,1
"330",2018101408,2,1390,"(5:35) D.Hopkins 49 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way.","WAS",1,1,40125,"05:35:00",49,14,0,14,2135,57.38,"FedExField","Outdoor","10/14/2018 14:00","10/14/2018 13:00","10/14/2018 15:55",5.84,0
"331",2018101408,3,2653,"(5:12) G.Gano 32 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.","CAR",0,1,35102,"05:12:00",32,17,6,11,1212,57.38,"FedExField","Outdoor","10/14/2018 15:00","10/14/2018 13:00","10/14/2018 15:55",4.72,0
"332",2018101408,4,3083,"(12:46) D.Hopkins 56 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way.","WAS",1,1,40125,"12:46:00",56,17,9,8,766,57.38,"FedExField","Outdoor","10/14/2018 16:00","10/14/2018 13:00","10/14/2018 15:55",0,0
"333",2018101408,4,3602,"(3:18) D.Hopkins 29 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way.","WAS",1,1,40125,"03:18:00",29,20,17,3,198,57.38,"FedExField","Outdoor","10/14/2018 16:00","10/14/2018 13:00","10/14/2018 15:55",0,0
"334",2018101409,1,320,"(11:27) C.Santos 26 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.","LA",0,1,41991,"11:27:00",26,0,0,0,3387,22.58,"Empower Field at Mile High","Outdoor","10/14/2018 14:00","10/14/2018 14:05","10/14/2018 17:21",11.5,1
"335",2018101409,1,656,"(4:25) C.Santos 39 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.","LA",0,1,41991,"04:25:00",39,0,3,-3,2965,22.58,"Empower Field at Mile High","Outdoor","10/14/2018 14:00","10/14/2018 14:05","10/14/2018 17:21",11.5,1
"336",2018101409,1,922,"(:07) B.McManus 28 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.","DEN",1,1,40276,"00:07:00",28,0,6,-6,2707,22.58,"Empower Field at Mile High","Outdoor","10/14/2018 14:00","10/14/2018 14:05","10/14/2018 17:21",11.5,1
"337",2018101409,4,3362,"(10:19) C.Santos 47 yard field goal is No Good, Wide Right, Center-J.McQuaide, Holder-J.Hekker.","LA",0,0,41991,"10:19:00",47,10,20,-10,619,22.58,"Empower Field at Mile High","Outdoor","10/14/2018 17:00","10/14/2018 14:05","10/14/2018 17:21",10.38,0
"338",2018101409,4,3490,"(8:57) B.McManus 24 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.","DEN",1,1,40276,"08:57:00",24,10,20,-10,537,22.58,"Empower Field at Mile High","Outdoor","10/14/2018 17:00","10/14/2018 14:05","10/14/2018 17:21",10.38,0
"339",2018101409,4,3865,"(3:19) C.Santos 21 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.","LA",0,1,41991,"03:19:00",21,13,20,-7,199,22.58,"Empower Field at Mile High","Outdoor","10/14/2018 17:00","10/14/2018 14:05","10/14/2018 17:21",10.38,0
"340",2018101410,1,355,"(8:40) (Field Goal formation) B.Maher 50 yard field goal is GOOD, Center-L.Ladouceur, Holder-C.Jones.","DAL",1,1,40775,"08:40:00",50,0,0,0,3220,74.75,"AT&T Stadium","Retractable","10/14/2018 15:00","10/14/2018 15:25","10/14/2018 18:17",9.2,0
"341",2018101410,3,2716,"(3:09) (Field Goal formation) B.Maher 46 yard field goal is GOOD, Center-L.Ladouceur, Holder-C.Jones.","DAL",1,1,40775,"03:09:00",46,24,7,17,1089,74.75,"AT&T Stadium","Retractable","10/14/2018 17:00","10/14/2018 15:25","10/14/2018 18:17",0,0
"342",2018101410,3,2882,"(1:22) (Field Goal formation) B.Maher 32 yard field goal is GOOD, Center-L.Ladouceur, Holder-C.Jones.","DAL",1,1,40775,"01:22:00",32,27,7,20,982,74.75,"AT&T Stadium","Retractable","10/14/2018 17:00","10/14/2018 15:25","10/14/2018 18:17",0,0
"343",2018101410,4,3447,"(7:12) (Field Goal formation) B.Maher 55 yard field goal is GOOD, Center-L.Ladouceur, Holder-C.Jones.","DAL",1,1,40775,"07:12:00",55,37,7,30,432,74.75,"AT&T Stadium","Retractable","10/14/2018 18:00","10/14/2018 15:25","10/14/2018 18:17",14.98,0
"344",2018101412,1,593,"(5:22) S.Gostkowski 48 yard field goal is GOOD, Center-J.Cardona, Holder-R.Allen.","NE",1,1,30932,"05:22:00",48,0,3,-3,3022,42.8514285714286,"Gillette Stadium","Outdoor","10/14/2018 20:00","10/14/2018 20:20","10/14/2018 23:27",0,0
"345",2018101412,1,806,"(3:29) H.Butker 43 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.","KC",0,1,45046,"03:29:00",43,10,3,7,2909,42.8514285714286,"Gillette Stadium","Outdoor","10/14/2018 20:00","10/14/2018 20:20","10/14/2018 23:27",0,0
"346",2018101412,1,372,"(9:09) H.Butker 42 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.","KC",0,1,45046,"09:09:00",42,0,0,0,3249,42.8514285714286,"Gillette Stadium","Outdoor","10/14/2018 20:00","10/14/2018 20:20","10/14/2018 23:27",0,0
"347",2018101412,2,1372,"(6:24) H.Butker 24 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.","KC",0,1,45046,"06:24:00",24,17,6,11,2184,42.8514285714286,"Gillette Stadium","Outdoor","10/14/2018 21:00","10/14/2018 20:20","10/14/2018 23:27",0,0
"348",2018101412,3,2378,"(7:20) S.Gostkowski 24 yard field goal is GOOD, Center-J.Cardona, Holder-R.Allen.","NE",1,1,30932,"07:20:00",24,24,16,8,1340,42.8514285714286,"Gillette Stadium","Outdoor","10/14/2018 22:00","10/14/2018 20:20","10/14/2018 23:27",0,0
"349",2018101412,3,2645,"(3:40) H.Butker 30 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.","KC",0,1,45046,"03:40:00",30,27,16,11,1120,42.8514285714286,"Gillette Stadium","Outdoor","10/14/2018 22:00","10/14/2018 20:20","10/14/2018 23:27",0,0
"350",2018101412,4,3176,"(10:25) S.Gostkowski 39 yard field goal is GOOD, Center-J.Cardona, Holder-R.Allen. NE 3-Gostkowski 350th career FG, 19th all-time.","NE",1,1,30932,"10:25:00",39,27,26,1,625,42.8514285714286,"Gillette Stadium","Outdoor","10/14/2018 23:00","10/14/2018 20:20","10/14/2018 23:27",0,0
"351",2018101412,4,4018,"(:03) S.Gostkowski 28 yard field goal is GOOD, Center-J.Cardona, Holder-R.Allen.","NE",1,1,30932,"00:03:00",28,40,40,0,3,42.8514285714286,"Gillette Stadium","Outdoor","10/14/2018 23:00","10/14/2018 20:20","10/14/2018 23:27",0,0
"352",2018101412,4,3738,"(3:19) S.Gostkowski 50 yard field goal is GOOD, Center-J.Cardona, Holder-R.Allen. NE 3-Gostkowski 400th career FGA, 30th all-time.","NE",1,1,30932,"03:19:00",50,37,33,4,199,42.8514285714286,"Gillette Stadium","Outdoor","10/14/2018 23:00","10/14/2018 20:20","10/14/2018 23:27",0,0
"353",2018101500,1,524,"(7:42) M.Crosby 29 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.","GB",1,1,32386,"07:42:00",29,7,7,0,3162,35.36,"Lambeau Field","Outdoor","10/15/2018 19:00","10/15/2018 19:15","10/15/2018 22:25",3.36,0
"354",2018101500,2,1518,"(7:38) M.Crosby 39 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.","GB",1,1,32386,"07:38:00",39,17,14,3,2258,35.36,"Lambeau Field","Outdoor","10/15/2018 20:00","10/15/2018 19:15","10/15/2018 22:25",4.72,0
"355",2018101500,2,2087,"(:04) R.Gould 46 yard field goal is GOOD, Center-K.Nelson, Holder-B.Pinion.","SF",0,1,30403,"00:04:00",46,20,21,-1,1804,35.36,"Lambeau Field","Outdoor","10/15/2018 20:00","10/15/2018 19:15","10/15/2018 22:25",4.72,0
"356",2018101500,3,2489,"(7:04) R.Gould 44 yard field goal is GOOD, Center-K.Nelson, Holder-B.Pinion.","SF",0,1,30403,"07:04:00",44,23,24,-1,1324,35.36,"Lambeau Field","Outdoor","10/15/2018 21:00","10/15/2018 19:15","10/15/2018 22:25",5.84,0
"357",2018101500,3,2277,"(11:21) M.Crosby 51 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.","GB",1,1,32386,"11:21:00",51,20,24,-4,1581,35.36,"Lambeau Field","Outdoor","10/15/2018 21:00","10/15/2018 19:15","10/15/2018 22:25",5.84,0
"358",2018101500,4,3987,"(:03) M.Crosby 27 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.","GB",1,1,32386,"00:03:00",27,30,30,0,3,35.36,"Lambeau Field","Outdoor","10/15/2018 22:00","10/15/2018 19:15","10/15/2018 22:25",6.96,0
"359",2018101500,4,2891,"(13:12) R.Gould 43 yard field goal is GOOD, Center-K.Nelson, Holder-B.Pinion.","SF",0,1,30403,"13:12:00",43,23,27,-4,792,35.36,"Lambeau Field","Outdoor","10/15/2018 22:00","10/15/2018 19:15","10/15/2018 22:25",6.96,0
"360",2018101800,1,769,"(5:23) P.Dawson 43 yard field goal is GOOD, Center-A.Brewer, Holder-A.Lee.","ARI",1,1,23860,"05:23:00",43,0,14,-14,3023,74.6,"State Farm Stadium","Retractable","10/18/2018 17:00","10/18/2018 17:20","10/18/2018 20:24",3.36,0
"361",2018102100,1,290,"(9:47) (Field Goal formation) R.Succop 28 yard field goal is GOOD, Center-B.Brinkley, Holder-B.Kern.","TEN",0,1,34707,"09:47:00",28,0,0,0,3287,65.165,"Wembley Stadium","Outdoor","10/21/2018 14:00","10/21/2018 14:30","10/21/2018 17:24",8.08,0
"362",2018102100,1,729,"(1:51) (Field Goal formation) M.Badgley 29 yard field goal is GOOD, Center-M.Windt, Holder-D.Jones.","LAC",1,1,46342,"01:51:00",29,7,3,4,2811,65.165,"Wembley Stadium","Outdoor","10/21/2018 14:00","10/21/2018 14:30","10/21/2018 17:24",8.08,0
"363",2018102100,2,941,"(12:55) (Field Goal formation) R.Succop 33 yard field goal is GOOD, Center-B.Brinkley, Holder-B.Kern.","TEN",0,1,34707,"12:55:00",33,10,3,7,2575,65.165,"Wembley Stadium","Outdoor","10/21/2018 15:00","10/21/2018 14:30","10/21/2018 17:24",8.08,0
"364",2018102100,4,2640,"(12:33) (Field Goal formation) M.Badgley 28 yard field goal is GOOD, Center-M.Windt, Holder-D.Jones.","LAC",1,1,46342,"12:33:00",28,17,13,4,753,65.165,"Wembley Stadium","Outdoor","10/21/2018 17:00","10/21/2018 14:30","10/21/2018 17:24",6.96,0
"365",2018102101,2,1473,"(6:07) (Field Goal formation) J.Tucker 31 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.","BAL",1,1,39470,"06:07:00",31,0,0,0,2167,51.485,"M&T Bank Stadium","Outdoor","10/21/2018 17:00","10/21/2018 16:05","10/21/2018 19:08",13.86,0
"366",2018102101,4,3895,"(2:15) (Field Goal formation) W.Lutz 39 yard field goal is GOOD, Center-Z.Wood, Holder-T.Morstead.","NO",0,1,43689,"02:15:00",39,17,21,-4,135,51.485,"M&T Bank Stadium","Outdoor","10/21/2018 19:00","10/21/2018 16:05","10/21/2018 19:08",13.86,0
"367",2018102102,1,759,"(3:55) C.Parkey 46 yard field goal is GOOD, Center-P.Scales, Holder-P.O'Donnell.","CHI",1,1,41688,"03:55:00",46,0,7,-7,2935,45.95,"Soldier Field","Outdoor","10/21/2018 12:00","10/21/2018 12:00","10/21/2018 15:21",12.74,0
"368",2018102102,3,2915,"(7:52) S.Gostkowski 29 yard field goal is GOOD, Center-J.Cardona, Holder-R.Allen.","NE",0,1,30932,"07:52:00",29,24,21,3,1372,45.95,"Soldier Field","Outdoor","10/21/2018 14:00","10/21/2018 12:00","10/21/2018 15:21",14.98,0
"369",2018102103,2,2004,"(:03) A.Vinatieri 36 yard field goal is GOOD, Center-L.Rhodes, Holder-R.Sanchez.","IND",1,1,21213,"00:03:00",36,21,0,21,1803,47.804,"Lucas Oil Stadium","Retractable","10/21/2018 14:00","10/21/2018 13:00","10/21/2018 15:54",6.96,0
"370",2018102103,3,2306,"(7:46) S.Hauschka 34 yard field goal is GOOD, Center-R.Ferguson, Holder-C.Bojorquez.","BUF",0,1,33469,"07:46:00",34,24,0,24,1366,47.804,"Lucas Oil Stadium","Retractable","10/21/2018 15:00","10/21/2018 13:00","10/21/2018 15:54",11.43,0
"371",2018102104,1,278,"(10:27) K.Fairbairn 44 yard field goal is GOOD, Center-J.Weeks, Holder-T.Daniel.","HOU",0,1,43846,"10:27:00",44,0,0,0,3327,70.97,"TIAA Bank Field","Outdoor","10/21/2018 13:00","10/21/2018 13:00","10/21/2018 15:52",13.86,0
"372",2018102104,1,683,"(3:24) K.Fairbairn 48 yard field goal is GOOD, Center-J.Weeks, Holder-T.Daniel.","HOU",0,1,43846,"03:24:00",48,0,3,-3,2904,70.97,"TIAA Bank Field","Outdoor","10/21/2018 13:00","10/21/2018 13:00","10/21/2018 15:52",13.86,0
"373",2018102105,1,935,"(:44) H.Butker 53 yard field goal is No Good, Wide Left, Center-J.Winchester, Holder-D.Colquitt.","KC",1,0,45046,"00:44:00",53,7,0,7,2744,57.515,"Arrowhead Stadium","Outdoor","10/21/2018 19:00","10/21/2018 19:20","10/21/2018 22:24",12.74,0
"374",2018102105,2,2343,"(:11) H.Butker 26 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.","KC",1,1,45046,"00:11:00",26,21,7,14,1811,57.515,"Arrowhead Stadium","Outdoor","10/21/2018 20:00","10/21/2018 19:20","10/21/2018 22:24",11.43,0
"375",2018102105,3,2920,"(6:20) R.Bullock 33 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber.","CIN",0,1,38691,"06:20:00",33,38,7,31,1280,57.515,"Arrowhead Stadium","Outdoor","10/21/2018 21:00","10/21/2018 19:20","10/21/2018 22:24",9.2,0
"376",2018102106,2,874,"(12:39) (Field Goal formation) M.Prater 29 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin.","DET",0,1,31446,"12:39:00",29,0,7,-7,2559,90.68,"Hard Rock Stadium","Outdoor","10/21/2018 14:00","10/21/2018 13:00","10/21/2018 15:56",11.43,0
"377",2018102106,3,1987,"(8:36) (Field Goal formation) M.Prater 28 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin.","DET",0,1,31446,"08:36:00",28,7,17,-10,1416,90.68,"Hard Rock Stadium","Outdoor","10/21/2018 15:00","10/21/2018 13:00","10/21/2018 15:56",12.74,0
"378",2018102106,4,3273,"(2:00) (Field Goal formation) M.Prater 50 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin.","DET",0,1,31446,"02:00:00",50,21,29,-8,120,90.68,"Hard Rock Stadium","Outdoor","10/21/2018 16:00","10/21/2018 13:00","10/21/2018 15:56",12.74,0
"379",2018102106,4,2747,"(10:09) (Field Goal formation) M.Prater 35 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin.","DET",0,1,31446,"10:09:00",35,14,26,-12,609,90.68,"Hard Rock Stadium","Outdoor","10/21/2018 16:00","10/21/2018 13:00","10/21/2018 15:56",12.74,0
"380",2018102106,4,3533,"(:53) (Field Goal formation) J.Sanders 46 yard field goal is No Good, Wide Left, Center-J.Denney, Holder-M.Haack.","MIA",1,0,46298,"00:53:00",46,21,32,-11,53,90.68,"Hard Rock Stadium","Outdoor","10/21/2018 16:00","10/21/2018 13:00","10/21/2018 15:56",12.74,0
"381",2018102107,2,1386,"(10:16) D.Bailey 26 yard field goal is GOOD, Center-K.McDermott, Holder-M.Wile.","MIN",0,1,38134,"10:16:00",26,7,7,0,2416,46.4257142857143,"MetLife Stadium","Outdoor","10/21/2018 14:00","10/21/2018 13:00","10/21/2018 16:29",20.82,0
"382",2018102107,2,2209,"(:47) D.Bailey 42 yard field goal is No Good, Wide Left, Center-K.McDermott, Holder-M.Wile.","MIN",0,0,38134,"00:47:00",42,7,10,-3,1847,46.4257142857143,"MetLife Stadium","Outdoor","10/21/2018 14:00","10/21/2018 13:00","10/21/2018 16:29",20.82,0
"383",2018102107,3,2828,"(5:52) D.Bailey 22 yard field goal is GOOD, Center-K.McDermott, Holder-M.Wile.","MIN",0,1,38134,"05:52:00",22,7,17,-10,1252,46.4257142857143,"MetLife Stadium","Outdoor","10/21/2018 15:00","10/21/2018 13:00","10/21/2018 16:29",23.05,0
"384",2018102107,3,3002,"(2:44) J.Myers 55 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards.","NYJ",1,1,41175,"02:44:00",55,7,20,-13,1064,46.4257142857143,"MetLife Stadium","Outdoor","10/21/2018 15:00","10/21/2018 13:00","10/21/2018 16:29",23.05,0
"385",2018102107,4,4206,"(3:26) D.Bailey 43 yard field goal is GOOD, Center-K.McDermott, Holder-M.Wile.","MIN",0,1,38134,"03:26:00",43,17,34,-17,206,46.4257142857143,"MetLife Stadium","Outdoor","10/21/2018 16:00","10/21/2018 13:00","10/21/2018 16:29",23.05,0
"386",2018102108,1,666,"(2:50) J.Elliott 36 yard field goal is No Good, Wide Right, Center-R.Lovato, Holder-C.Johnston.","PHI",1,0,44966,"02:50:00",36,0,0,0,2870,49.712,"Lincoln Financial Field","Outdoor","10/21/2018 13:00","10/21/2018 13:00","10/21/2018 15:55",16.09,0
"387",2018102108,2,1273,"(6:40) J.Elliott 46 yard field goal is GOOD, Center-R.Lovato, Holder-C.Johnston.","PHI",1,1,44966,"06:40:00",46,7,0,7,2200,49.712,"Lincoln Financial Field","Outdoor","10/21/2018 14:00","10/21/2018 13:00","10/21/2018 15:55",14.98,0
"388",2018102109,4,4292,"(:04) C.Catanzaro 40 yard field goal is No Good, Wide Right, Center-G.Sanborn, Holder-B.Anger.","TB",1,0,41736,"00:04:00",40,23,23,0,4,83.66,"Raymond James Stadium","Outdoor","10/21/2018 16:00","10/21/2018 13:00","10/21/2018 16:40",5.84,0
"389",2018102109,5,4977,"(1:55) C.Catanzaro 59 yard field goal is GOOD, Center-G.Sanborn, Holder-B.Anger.","TB",1,1,41736,"01:55:00",59,23,23,0,-115,83.66,"Raymond James Stadium","Outdoor","10/21/2018 17:00","10/21/2018 13:00","10/21/2018 16:40",8.08,0
"390",2018102110,3,2116,"(9:13) D.Hopkins 21 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way.","WAS",1,1,40125,"09:13:00",21,7,7,0,1453,49.04,"FedExField","Outdoor","10/21/2018 18:00","10/21/2018 16:25","10/21/2018 19:30",18.33,0
"391",2018102110,4,2823,"(9:50) B.Maher 47 yard field goal is GOOD, Center-L.Ladouceur, Holder-C.Jones.","DAL",0,1,40775,"09:50:00",47,13,7,6,590,49.04,"FedExField","Outdoor","10/21/2018 19:00","10/21/2018 16:25","10/21/2018 19:30",17.21,0
"392",2018102110,4,4000,"(:03) B.Maher 52 yard field goal is No Good, Hit Left Upright, Center-L.Ladouceur, Holder-C.Jones.","DAL",0,0,40775,"00:03:00",52,20,17,3,3,49.04,"FedExField","Outdoor","10/21/2018 19:00","10/21/2018 16:25","10/21/2018 19:30",17.21,0
"393",2018102110,4,2677,"(12:38) D.Hopkins 25 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way.","WAS",1,1,40125,"12:38:00",25,10,7,3,758,49.04,"FedExField","Outdoor","10/21/2018 19:00","10/21/2018 16:25","10/21/2018 19:30",17.21,0
"394",2018102111,1,509,"(6:38) G.Zuerlein 35 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.","LA",0,1,38701,"06:38:00",35,0,0,0,3098,65.525,"Levi's Stadium","Outdoor","10/21/2018 13:00","10/21/2018 13:25","10/21/2018 16:26",4.72,0
"395",2018102111,2,1245,"(10:08) G.Zuerlein 37 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.","LA",0,1,38701,"10:08:00",37,0,12,-12,2408,65.525,"Levi's Stadium","Outdoor","10/21/2018 14:00","10/21/2018 13:25","10/21/2018 16:26",8.08,0
"396",2018102111,3,2484,"(8:09) G.Zuerlein 33 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.","LA",0,1,38701,"08:09:00",33,7,22,-15,1389,65.525,"Levi's Stadium","Outdoor","10/21/2018 15:00","10/21/2018 13:25","10/21/2018 16:26",8.08,0
"397",2018102111,3,2888,"(2:42) R.Gould 51 yard field goal is GOOD, Center-K.Nelson, Holder-B.Pinion.","SF",1,1,30403,"02:42:00",51,7,32,-25,1062,65.525,"Levi's Stadium","Outdoor","10/21/2018 15:00","10/21/2018 13:25","10/21/2018 16:26",8.08,0
"398",2018102200,2,1668,"(:54) A.Rosas 31 yard field goal is GOOD, Center-Z.DeOssie, Holder-R.Dixon.","NYG",0,1,43937,"00:54:00",31,7,0,7,1854,50,"Mercedes-Benz Stadium","Retractable","10/22/2018 21:00","10/22/2018 20:15","10/22/2018 23:12",0,0
"399",2018102200,2,1931,"(:08) G.Tavecchio 40 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher.","ATL",1,1,38851,"00:08:00",40,7,3,4,1808,50,"Mercedes-Benz Stadium","Retractable","10/22/2018 21:00","10/22/2018 20:15","10/22/2018 23:12",0,0
"400",2018102200,4,2954,"(15:00) G.Tavecchio 50 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher.","ATL",1,1,38851,"15:00:00",50,10,6,4,900,50,"Mercedes-Benz Stadium","Retractable","10/22/2018 23:00","10/22/2018 20:15","10/22/2018 23:12",0,0
"401",2018102200,4,3934,"(2:00) G.Tavecchio 56 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher.","ATL",1,1,38851,"02:00:00",56,20,12,8,120,50,"Mercedes-Benz Stadium","Retractable","10/22/2018 23:00","10/22/2018 20:15","10/22/2018 23:12",0,0
"402",2018102500,2,1701,"(3:01) J.Sanders 37 yard field goal is GOOD, Center-J.Denney, Holder-M.Haack.","MIA",0,1,46298,"03:01:00",37,14,7,7,1981,61.28,"NRG Stadium","Retractable","10/25/2018 20:00","10/25/2018 19:20","10/25/2018 22:41",4.72,0
"403",2018102500,3,3117,"(:39) J.Sanders 41 yard field goal is GOOD, Center-J.Denney, Holder-M.Haack.","MIA",0,1,46298,"00:39:00",41,28,17,11,939,61.28,"NRG Stadium","Retractable","10/25/2018 21:00","10/25/2018 19:20","10/25/2018 22:41",3.36,0
"404",2018102500,4,3417,"(11:30) J.Sanders 46 yard field goal is GOOD, Center-J.Denney, Holder-M.Haack.","MIA",0,1,46298,"11:30:00",46,35,20,15,690,61.28,"NRG Stadium","Retractable","10/25/2018 22:00","10/25/2018 19:20","10/25/2018 22:41",0,0
"405",2018102800,1,466,"(6:56) (Field Goal formation) J.Lambo 50 yard field goal is GOOD, Center-M.Overton, Holder-L.Cooke.","JAX",1,1,43068,"06:56:00",50,0,0,0,3116,49.415,"Wembley Stadium","Outdoor","10/28/2018 13:00","10/28/2018 13:30","10/28/2018 16:23",18.33,0
"406",2018102800,2,1303,"(2:48) (Field Goal formation) J.Lambo 57 yard field goal is GOOD, Center-M.Overton, Holder-L.Cooke.","JAX",1,1,43068,"02:48:00",57,3,3,0,1968,49.415,"Wembley Stadium","Outdoor","10/28/2018 14:00","10/28/2018 13:30","10/28/2018 16:23",14.98,0
"407",2018102800,2,1080,"(7:46) (Field Goal formation) J.Elliott 31 yard field goal is GOOD, Center-R.Lovato, Holder-C.Johnston.","PHI",0,1,44966,"07:46:00",31,3,0,3,2266,49.415,"Wembley Stadium","Outdoor","10/28/2018 14:00","10/28/2018 13:30","10/28/2018 16:23",14.98,0
"408",2018102800,4,3234,"(7:00) (Field Goal formation) J.Lambo 24 yard field goal is GOOD, Center-M.Overton, Holder-L.Cooke.","JAX",1,1,43068,"07:00:00",24,15,24,-9,420,49.415,"Wembley Stadium","Outdoor","10/28/2018 16:00","10/28/2018 13:30","10/28/2018 16:23",14.98,0
"409",2018102800,4,2772,"(13:14) (Field Goal formation) J.Lambo 33 yard field goal is GOOD, Center-M.Overton, Holder-L.Cooke.","JAX",1,1,43068,"13:14:00",33,12,17,-5,794,49.415,"Wembley Stadium","Outdoor","10/28/2018 16:00","10/28/2018 13:30","10/28/2018 16:23",14.98,0
"410",2018102801,2,2134,"(:02) G.Gano 54 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.","CAR",1,1,35102,"00:02:00",54,21,7,14,1802,63.8,"Bank of America Stadium","Outdoor","10/28/2018 14:00","10/28/2018 13:00","10/28/2018 16:05",5.84,0
