"","gameId","playId","possessionTeam","specialTeamsResult","kickerId","scoreDifference","secondsRemain"
"413",2018102806,3045,"WAS","Kick Attempt Good",40125,-7,597
"414",2018102806,3609,"NYG","Kick Attempt Good",43937,-10,251
"415",2018102807,315,"CLE","Kick Attempt Good",46634,0,3255
"416",2018102807,877,"CLE","Kick Attempt Good",46634,-3,2858
"417",2018102807,1149,"CLE","Kick Attempt No Good",46634,-6,2613
"418",2018102807,3355,"PIT","Kick Attempt Good",41953,11,813
"419",2018102808,956,"IND","Kick Attempt Good",21213,-7,2703
"420",2018102808,1984,"IND","Kick Attempt Good",21213,4,1829
"421",2018102809,1186,"ARI","Kick Attempt Good",23860,-2,2427
"422",2018102809,1593,"SF","Kick Attempt Good",30403,1,2076
"423",2018102809,2978,"SF","Kick Attempt Good",30403,-9,817
"424",2018102810,895,"GB","Kick Attempt Good",32386,-7,2663
"425",2018102810,2458,"GB","Kick Attempt Good",32386,-2,1483
"426",2018102810,3393,"LA","Kick Attempt Good",38701,3,704
"427",2018102810,4011,"LA","Kick Attempt Good",38701,-1,129
"428",2018102811,1299,"NO","Kick Attempt Good",43689,6,2252
"429",2018102811,2317,"NO","Kick Attempt Good",43689,-4,1402
"430",2018102811,3052,"NO","Kick Attempt Good",43689,-14,579
"431",2018102900,826,"NE","Kick Attempt Good",30932,0,2989
"432",2018102900,1420,"NE","Kick Attempt Good",30932,-3,2511
"433",2018102900,1804,"NE","Kick Attempt Good",30932,-6,2146
"434",2018102900,2151,"BUF","Kick Attempt Good",33469,-9,1904
"435",2018102900,2348,"NE","Kick Attempt No Good",30932,-6,1810
"436",2018102900,2934,"BUF","Kick Attempt Good",33469,-6,1362
"437",2018102900,3449,"NE","Kick Attempt Good",30932,-3,1026
"438",2018110100,341,"OAK","Kick Attempt Good",46236,0,3274
"439",2018110100,1910,"SF","Kick Attempt Good",30403,11,1821
"440",2018110100,2974,"OAK","Kick Attempt No Good",46236,28,806
"441",2018110100,3470,"SF","Kick Attempt Good",30403,28,243
"442",2018110400,662,"BAL","Kick Attempt Good",39470,0,3005
"443",2018110400,1622,"BAL","Kick Attempt Good",39470,-11,2080
"444",2018110400,3610,"PIT","Kick Attempt Good",41953,-7,509
"445",2018110400,3876,"BAL","Kick Attempt Good",39470,-10,327
"446",2018110401,2989,"BUF","Kick Attempt Good",33469,-28,1566
"447",2018110401,3172,"CHI","Kick Attempt Good",41688,-25,1396
"448",2018110401,3790,"CHI","Kick Attempt Good",41688,-28,818
"449",2018110403,735,"CLE","Kick Attempt Good",46634,-7,2865
"450",2018110403,3417,"KC","Kick Attempt Good",45046,-13,570
"451",2018110404,928,"MIA","Kick Attempt Good",46298,0,2564
"452",2018110404,1637,"MIA","Kick Attempt Good",46298,3,1874
"453",2018110404,1861,"NYJ","Kick Attempt Good",41175,6,1825
"454",2018110404,2823,"NYJ","Kick Attempt No Good",41175,3,765
"455",2018110404,3242,"NYJ","Kick Attempt Good",41175,10,363
"456",2018110405,928,"DET","Kick Attempt Good",31446,7,2600
"457",2018110405,1302,"DET","Kick Attempt Good",31446,4,2088
"458",2018110405,1819,"MIN","Kick Attempt Good",38134,8,1808
"459",2018110405,3517,"DET","Kick Attempt Good",31446,18,73
"460",2018110406,3513,"ATL","Kick Attempt Good",38851,-14,433
"461",2018110407,634,"DEN","Kick Attempt Good",40276,-7,2987
"462",2018110407,2096,"HOU","Kick Attempt Good",43846,-3,1803
"463",2018110407,2961,"HOU","Kick Attempt Good",43846,1,851
"464",2018110407,4022,"DEN","Kick Attempt No Good",40276,-2,3
"465",2018110408,1393,"SEA","Kick Attempt No Good",25326,-5,2155
"466",2018110408,2180,"SEA","Kick Attempt Good",25326,-12,1804
"467",2018110408,2586,"LAC","Kick Attempt No Good",40114,-9,1338
"468",2018110409,1183,"LA","Non-Special Teams Result",NA,0,2594
"469",2018110409,1686,"LA","Kick Attempt No Good",38701,7,2015
"470",2018110409,2315,"LA","Kick Attempt Good",38701,21,1802
"471",2018110409,3111,"LA","Kick Attempt Good",38701,11,994
"472",2018110409,3729,"NO","Kick Attempt Good",43689,0,388
"473",2018110410,748,"GB","Kick Attempt Good",32386,7,3008
"474",2018110410,1280,"NE","Kick Attempt Good",30932,4,2612
"475",2018110500,299,"DAL","Kick Attempt No Good",40775,0,3335
"476",2018110500,3100,"TEN","Kick Attempt No Good",34707,-7,662
"477",2018110800,1212,"PIT","Kick Attempt Good",41953,14,2391
"478",2018111100,2265,"CHI","Kick Attempt No Good",41688,16,1573
"479",2018111100,2408,"CHI","Kick Attempt No Good",41688,16,1428
"480",2018111101,2296,"NO","Kick Attempt Good",43689,-28,1448
"481",2018111101,3015,"NO","Kick Attempt Good",43689,-38,685
"482",2018111101,3242,"NO","Kick Attempt Good",43689,-41,442
"483",2018111102,936,"ATL","Kick Attempt Good",38851,7,2542
"484",2018111103,776,"MIA","Kick Attempt Good",46298,7,2782
"485",2018111103,1139,"MIA","Kick Attempt Good",46298,11,2433
"486",2018111103,1605,"MIA","Kick Attempt Good",46298,8,1974
"487",2018111103,2401,"MIA","Kick Attempt Good",46298,5,1603
"488",2018111103,3407,"GB","Kick Attempt Good",32386,16,537
"489",2018111104,2126,"JAX","Kick Attempt Good",43068,16,1809
"490",2018111104,2472,"JAX","Non-Special Teams Result",NA,13,1537
"491",2018111104,2977,"JAX","Kick Attempt No Good",43068,6,962
"492",2018111104,3730,"JAX","Kick Attempt Good",43068,6,248
"493",2018111104,3889,"IND","Kick Attempt No Good",21213,3,178
"494",2018111105,761,"KC","Kick Attempt Good",45046,0,2885
"495",2018111105,1110,"KC","Kick Attempt Good",45046,3,2555
"496",2018111106,1030,"BUF","Kick Attempt Good",33469,-14,2637
"497",2018111106,2084,"NYJ","Kick Attempt Good",41175,-31,1802
"498",2018111106,3665,"BUF","Kick Attempt Good",33469,-28,167
"499",2018111107,811,"WAS","Kick Attempt Good",40125,0,2714
"500",2018111107,1161,"TB","Kick Attempt No Good",41736,-3,2315
"501",2018111107,1503,"TB","Kick Attempt Good",41736,-3,1926
"502",2018111107,1896,"WAS","Kick Attempt Good",40125,0,1824
"503",2018111107,2540,"TB","Kick Attempt No Good",41736,-3,1152
"504",2018111107,2974,"WAS","Kick Attempt Good",40125,-10,726
"505",2018111108,389,"NE","Kick Attempt Good",30932,7,3264
"506",2018111108,944,"TEN","Kick Attempt Good",34707,11,2859
"507",2018111108,1498,"NE","Kick Attempt No Good",30932,7,2368
"508",2018111108,2904,"TEN","Kick Attempt Good",34707,14,1159
"509",2018111109,648,"OAK","Kick Attempt Good",46236,0,2876
"510",2018111109,1297,"LAC","Kick Attempt Good",46342,3,2150
"511",2018111109,2669,"OAK","Kick Attempt Good",46236,-14,893
"512",2018111109,3055,"LAC","Kick Attempt Good",46342,-11,436
"513",2018111110,991,"LA","Kick Attempt Good",38701,-7,2693
"514",2018111110,2231,"LA","Kick Attempt Good",38701,3,1489
"515",2018111110,3172,"SEA","Kick Attempt Good",25326,5,596
"516",2018111110,3367,"LA","Kick Attempt Good",38701,2,459
"517",2018111111,459,"DAL","Kick Attempt Good",40775,0,3122
"518",2018111111,1482,"DAL","Kick Attempt Good",40775,-3,2025
"519",2018111111,1735,"PHI","Kick Attempt Good",44966,-6,1898
"520",2018111111,2376,"PHI","Kick Attempt Good",44966,-10,1479
"521",2018111111,2562,"DAL","Kick Attempt No Good",40775,-7,1363
"522",2018111200,300,"SF","Kick Attempt Good",30403,0,3318
"523",2018111200,1711,"NYG","Kick Attempt Good",43937,3,1913
"524",2018111200,2093,"SF","Kick Attempt Good",30403,0,1807
"525",2018111200,2902,"NYG","Kick Attempt Good",43937,3,1034
"526",2018111200,3685,"SF","Kick Attempt Good",30403,0,170
"527",2018111500,391,"GB","Kick Attempt No Good",32386,-7,3351
"528",2018111500,659,"SEA","Kick Attempt Good",25326,-7,3064
"529",2018111500,3482,"GB","Kick Attempt Good",32386,-1,507
"530",2018111800,682,"DAL","Kick Attempt Good",40775,0,2880
"531",2018111800,874,"ATL","Kick Attempt Good",27091,-3,2696
"532",2018111800,1679,"ATL","Kick Attempt Good",27091,0,1834
"533",2018111800,1998,"DAL","Kick Attempt Good",40775,3,1520
"534",2018111800,2200,"ATL","Kick Attempt Good",27091,0,1336
"535",2018111800,3018,"ATL","Kick Attempt Good",27091,-10,508
"536",2018111800,3780,"DAL","Kick Attempt Good",40775,0,3
"537",2018111801,1887,"BAL","Kick Attempt Good",39470,0,1907
"538",2018111801,2227,"BAL","Kick Attempt Good",39470,3,1805
"539",2018111801,3566,"BAL","Kick Attempt Good",39470,0,495
"540",2018111801,3835,"CIN","Kick Attempt No Good",38691,3,244
"541",2018111802,455,"CHI","Kick Attempt Good",41688,0,3062
"542",2018111802,1863,"CHI","Kick Attempt Good",41688,11,1855
"543",2018111802,2944,"MIN","Kick Attempt Good",38134,14,911
"544",2018111802,3222,"MIN","Kick Attempt Good",38134,11,711
"545",2018111802,4213,"CHI","Kick Attempt Good",41688,8,172
"546",2018111803,1673,"DET","Kick Attempt Good",31446,0,1842
"547",2018111803,2229,"CAR","Kick Attempt No Good",35102,3,1456
"548",2018111803,2506,"DET","Kick Attempt Good",31446,3,1131
"549",2018111804,1236,"IND","Kick Attempt Good",21213,7,2464
"550",2018111804,2112,"TEN","Kick Attempt Good",34707,24,1803
"551",2018111805,2440,"NYG","Kick Attempt Good",43937,14,1329
"552",2018111806,373,"HOU","Kick Attempt Good",43846,0,3275
"553",2018111806,2118,"HOU","Kick Attempt No Good",43846,-10,1836
"554",2018111806,3110,"HOU","Kick Attempt Good",43846,-3,982
"555",2018111806,3754,"HOU","Kick Attempt Good",43846,1,455
"556",2018111806,4206,"HOU","Kick Attempt No Good",43846,-2,56
"557",2018111806,4378,"WAS","Kick Attempt No Good",40125,-2,8
"558",2018111807,2944,"OAK","Kick Attempt Good",46236,-3,925
"559",2018111807,4277,"OAK","Kick Attempt Good",46236,1,2
"560",2018111808,518,"LAC","Kick Attempt Good",46342,0,3125
"561",2018111808,932,"LAC","Kick Attempt Good",46342,3,2745
"562",2018111808,3566,"LAC","Kick Attempt Good",46342,-1,411
"563",2018111808,4332,"DEN","Kick Attempt Good",40276,2,3
"564",2018111809,350,"NO","Kick Attempt Good",43689,0,3256
"565",2018111810,942,"JAX","Kick Attempt Good",43068,0,2595
"566",2018111810,1181,"JAX","Kick Attempt Good",43068,3,2314
"567",2018111810,1532,"JAX","Kick Attempt Good",43068,6,2021
"568",2018111900,1384,"LA","Kick Attempt Good",38701,6,2698
"569",2018111900,1816,"KC","Kick Attempt Good",45046,9,2289
"570",2018111900,3575,"LA","Kick Attempt Good",38701,0,1049
"571",2018112200,1622,"CHI","Kick Attempt Good",41688,7,2043
"572",2018112200,3544,"DET","Kick Attempt Good",31446,-3,468
"573",2018112201,1756,"DAL","Kick Attempt Good",40775,0,1892
"574",2018112201,4235,"WAS","Kick Attempt Good",40125,11,77
"575",2018112202,791,"ATL","Kick Attempt Good",27091,7,2860
"576",2018112202,1245,"NO","Kick Attempt Good",43689,4,2352
"577",2018112500,697,"BAL","Kick Attempt Good",39470,-7,2972
"578",2018112500,1619,"BAL","Kick Attempt Good",39470,3,2234
"579",2018112500,2066,"OAK","Kick Attempt Good",46236,6,1958
"580",2018112501,3303,"JAX","Kick Attempt No Good",43068,0,939
"581",2018112501,4454,"BUF","Kick Attempt Good",33469,7,189
"582",2018112502,678,"CAR","Kick Attempt Good",35102,0,2835
"583",2018112502,1052,"SEA","Kick Attempt Good",25326,3,2565
"584",2018112502,1885,"CAR","Kick Attempt Good",35102,0,1801
"585",2018112502,3172,"SEA","Kick Attempt Good",25326,3,572
"586",2018112502,3837,"CAR","Kick Attempt No Good",35102,0,105
"587",2018112502,3996,"SEA","Kick Attempt Good",25326,0,4
"588",2018112504,2578,"MIA","Kick Attempt Good",46298,0,1458
"589",2018112504,2890,"IND","Kick Attempt No Good",21213,-3,1116
"590",2018112504,3518,"IND","Kick Attempt Good",21213,-10,511
"591",2018112504,4217,"IND","Kick Attempt Good",21213,0,3
"592",2018112505,1782,"NE","Kick Attempt Good",30932,0,1950
"593",2018112505,2132,"NYJ","Kick Attempt Good",41175,-3,1808
"594",2018112505,2581,"NE","Kick Attempt Good",30932,0,1417
"595",2018112505,2903,"NYJ","Kick Attempt Good",41175,-3,1144
"596",2018112506,741,"NYG","Kick Attempt Good",43937,-6,2895
"597",2018112506,1348,"NYG","Kick Attempt Good",43937,-9,2378
"598",2018112506,1538,"PHI","Kick Attempt Good",44966,-12,2122
"599",2018112506,2761,"PHI","Kick Attempt Good",44966,-8,1311
"600",2018112506,3699,"NYG","Kick Attempt Good",43937,3,352
"601",2018112506,4031,"PHI","Kick Attempt Good",44966,0,25
"602",2018112507,1685,"TB","Kick Attempt Good",41991,1,2003
"603",2018112507,2216,"TB","Kick Attempt Good",41991,4,1809
"604",2018112507,2643,"SF","Kick Attempt Good",30403,7,1565
"605",2018112508,595,"ARI","Kick Attempt Good",23860,-7,2966
"606",2018112508,1192,"ARI","Kick Attempt No Good",23860,-3,2385
"607",2018112508,3438,"LAC","Kick Attempt Good",46342,32,208
"608",2018112509,404,"PIT","Blocked Kick Attempt",41953,0,3284
"609",2018112509,679,"DEN","Kick Attempt Good",40276,0,3091
"610",2018112509,1517,"PIT","Kick Attempt Good",41953,3,2194
"611",2018112510,1499,"MIN","Kick Attempt No Good",38134,0,2080
"612",2018112510,2116,"MIN","Kick Attempt No Good",38134,0,1803
"613",2018112510,2736,"MIN","Kick Attempt Good",38134,0,1111
"614",2018112510,3777,"GB","Kick Attempt Good",32386,10,145
"615",2018112600,216,"TEN","Kick Attempt Good",34707,0,3410
"616",2018112600,2075,"HOU","Kick Attempt Good",43846,11,1801
"617",2018112600,2438,"HOU","Kick Attempt Good",43846,14,1438
"618",2018112900,316,"DAL","Kick Attempt Good",40775,0,3267
"619",2018112900,1873,"DAL","Kick Attempt Good",40775,10,1855
"620",2018112900,2269,"NO","Kick Attempt Good",43689,13,1503
"621",2018120200,331,"ATL","Kick Attempt Good",27091,0,3276
"622",2018120200,2335,"BAL","Kick Attempt Good",39470,3,1810
"623",2018120200,2664,"BAL","Kick Attempt Good",39470,0,1502
"624",2018120200,3254,"BAL","Kick Attempt Good",39470,-3,936
"625",2018120200,3719,"BAL","Kick Attempt Good",39470,-6,449
"626",2018120201,2202,"CIN","Kick Attempt Good",38691,-7,1816
"627",2018120201,4269,"DEN","Kick Attempt Good",40276,-11,27
"628",2018120202,730,"LA","Kick Attempt Good",38701,0,2900
"629",2018120202,1011,"DET","Kick Attempt Good",31446,-3,2546
"630",2018120202,2006,"LA","Kick Attempt Good",38701,-7,1848
"631",2018120202,2752,"DET","Kick Attempt Good",31446,-10,1381
"632",2018120202,2900,"LA","Kick Attempt Good",38701,-7,1251
"633",2018120202,4169,"DET","Kick Attempt Good",31446,-10,177
"634",2018120203,1977,"GB","Kick Attempt Good",32386,0,1818
"635",2018120203,2735,"ARI","Kick Attempt Good",45037,3,1222
"636",2018120204,337,"HOU","Kick Attempt Good",43846,0,3195
"637",2018120204,1820,"HOU","Kick Attempt Good",43846,17,2004
"638",2018120204,2337,"HOU","Kick Attempt Good",43846,20,1805
"639",2018120204,3765,"HOU","Kick Attempt Good",43846,19,350
"640",2018120205,1877,"JAX","Kick Attempt Good",43068,0,1933
"641",2018120205,3320,"JAX","Kick Attempt Good",43068,3,705
"642",2018120206,2454,"BUF","Kick Attempt Good",33469,8,1446
"643",2018120207,2287,"NYG","Kick Attempt Good",43937,-7,1801
"644",2018120207,3558,"CHI","Kick Attempt Good",41688,10,569
"645",2018120207,4150,"NYG","Kick Attempt Good",43937,7,113
"646",2018120207,4373,"CHI","Kick Attempt Good",41688,10,75
"647",2018120208,206,"LAC","Kick Attempt No Good",46342,0,3384
"648",2018120208,1657,"PIT","Kick Attempt Good",41953,6,1965
"649",2018120208,4189,"LAC","Kick Attempt Good",46342,0,0
"650",2018120209,485,"TB","Kick Attempt Good",41991,7,3104
"651",2018120209,2075,"CAR","Kick Attempt Good",35102,10,1562
"652",2018120210,672,"KC","Kick Attempt Good",45046,-7,3165
"653",2018120210,1544,"KC","Kick Attempt Good",45046,-10,2227
"654",2018120210,2550,"OAK","Kick Attempt Good",46236,-12,1570
"655",2018120210,4725,"OAK","Kick Attempt Good",46236,-10,34
"656",2018120211,366,"NYJ","Kick Attempt Good",41175,0,3280
"657",2018120211,1096,"NYJ","Kick Attempt Good",41175,-10,2505
"658",2018120211,1671,"NYJ","Kick Attempt Good",41175,-13,1976
"659",2018120211,2382,"NYJ","Kick Attempt Good",41175,-10,1543
"660",2018120211,2934,"NYJ","Kick Attempt Good",41175,-6,931
"661",2018120211,3412,"TEN","Kick Attempt Good",34707,-9,573
"662",2018120211,3633,"TEN","Kick Attempt Good",34707,-6,344
"663",2018120212,558,"MIN","Kick Attempt No Good",38134,7,3031
"664",2018120212,1274,"NE","Kick Attempt Good",30932,7,2148
"665",2018120212,2544,"NE","Kick Attempt No Good",30932,3,1286
"666",2018120212,2865,"MIN","Kick Attempt Good",38134,3,1044
"667",2018120213,2195,"SF","Kick Attempt Good",30403,20,1805
"668",2018120213,3710,"SEA","Kick Attempt Good",25326,18,473
"669",2018120300,952,"WAS","Kick Attempt Good",40125,7,2629
"670",2018120300,2068,"WAS","Kick Attempt Good",40125,4,1819
"671",2018120300,3184,"PHI","Kick Attempt Good",44966,9,705
"672",2018120300,3583,"PHI","Kick Attempt Good",44966,12,292
"673",2018120600,2054,"TEN","Kick Attempt Good",34707,11,1810
"674",2018120900,762,"NYJ","Kick Attempt Good",41175,7,2979
"675",2018120900,1367,"NYJ","Kick Attempt Good",41175,11,2473
"676",2018120900,1598,"BUF","Kick Attempt Good",33469,8,2238
"677",2018120900,2392,"BUF","Blocked Kick Attempt",33469,4,1804
"678",2018120900,2600,"BUF","Kick Attempt Good",33469,4,1706
"679",2018120900,3770,"BUF","Kick Attempt No Good",33469,0,474
"680",2018120900,4123,"BUF","Kick Attempt Good",33469,0,155
"681",2018120901,328,"LA","Kick Attempt Good",38701,0,3256
"682",2018120901,703,"CHI","Kick Attempt Good",41688,-3,2873
"683",2018120901,1418,"CHI","Kick Attempt Good",41688,0,2368
"684",2018120901,1877,"LA","Kick Attempt Good",38701,3,2057
"685",2018120901,3900,"LA","Kick Attempt No Good",38701,9,616
"686",2018120901,4417,"CHI","Kick Attempt No Good",41688,9,170
"687",2018120902,1551,"CAR","Kick Attempt Good",41736,0,2047
"688",2018120902,2693,"CAR","Kick Attempt Good",41736,0,1335
"689",2018120902,3547,"CLE","Kick Attempt Good",46634,3,531
"690",2018120903,933,"ATL","Kick Attempt No Good",27091,0,2742
"691",2018120903,1418,"GB","Kick Attempt Good",32386,0,2265
"692",2018120903,2161,"GB","Kick Attempt Good",32386,10,1804
"693",2018120904,2509,"IND","Kick Attempt Good",21213,-7,1804
"694",2018120905,1157,"KC","Kick Attempt No Good",45046,0,2502
"695",2018120905,1392,"BAL","Kick Attempt Good",39470,0,2225
"696",2018120905,2113,"KC","Kick Attempt Good",45046,4,1804
"697",2018120905,4401,"KC","Kick Attempt No Good",45046,0,3
"698",2018120906,2754,"NE","Kick Attempt No Good",30932,-6,1286
"699",2018120906,3580,"NE","Kick Attempt Good",30932,1,410
"700",2018120906,4130,"NE","Kick Attempt Good",30932,-2,21
"701",2018120907,1121,"TB","Kick Attempt No Good",41991,7,2480
"702",2018120907,1349,"NO","Kick Attempt Good",43689,7,2229
"703",2018120907,4147,"NO","Kick Attempt Good",43689,-11,75
"704",2018120908,1364,"NYG","Kick Attempt Good",43937,-7,2443
"705",2018120908,2289,"NYG","Kick Attempt Good",43937,-31,1804
"706",2018120909,438,"CIN","Kick Attempt Good",38691,7,3088
"707",2018120909,1476,"CIN","Kick Attempt Good",38691,11,2105
"708",2018120909,2169,"LAC","Kick Attempt Good",46342,2,1800
"709",2018120909,2587,"LAC","Kick Attempt Good",46342,5,1362
"710",2018120909,3185,"CIN","Kick Attempt Good",38691,8,737
"711",2018120909,3420,"LAC","Kick Attempt Good",46342,5,470
"712",2018120909,3982,"LAC","Kick Attempt Good",46342,2,54
"713",2018120910,288,"SF","Kick Attempt Good",30403,0,3328
"714",2018120910,1088,"SF","Kick Attempt Good",30403,3,2584
"715",2018120911,1606,"ARI","Kick Attempt No Good",45037,-3,2122
"716",2018120911,3510,"ARI","Kick Attempt Good",45037,-10,498
"717",2018120912,721,"DAL","Kick Attempt Good",40775,0,2848
"718",2018120912,1596,"DAL","Kick Attempt No Good",40775,3,1913
"719",2018120912,1968,"DAL","Kick Attempt Good",40775,3,1801
"720",2018120912,2330,"DAL","Kick Attempt Good",40775,6,1441
"721",2018120912,3099,"PHI","Kick Attempt Good",44966,3,735
"722",2018120913,1231,"OAK","Kick Attempt Good",46236,0,2288
"723",2018120913,1460,"PIT","Kick Attempt No Good",41953,3,2073
"724",2018120913,4264,"PIT","Kick Attempt No Good",41953,3,5
"725",2018121000,887,"SEA","Kick Attempt Good",25326,0,2655
"726",2018121000,2785,"SEA","Kick Attempt Good",25326,3,806
"727",2018121000,3312,"MIN","Blocked Kick Attempt",38134,6,346
"728",2018121500,322,"HOU","Kick Attempt Good",43846,0,3267
"729",2018121500,777,"NYJ","Kick Attempt Good",41175,-3,2824
"730",2018121500,1151,"HOU","Kick Attempt Good",43846,0,2574
"731",2018121500,1755,"HOU","Kick Attempt Good",43846,-10,2079
"732",2018121500,3166,"HOU","Kick Attempt Good",43846,-1,757
"733",2018121500,4171,"HOU","Kick Attempt Good",43846,-4,57
"734",2018121501,1378,"DEN","Kick Attempt Good",40276,0,2301
"735",2018121501,1694,"CLE","Kick Attempt Good",46634,3,2097
"736",2018121501,3081,"DEN","Kick Attempt Good",40276,0,1005
"737",2018121501,3904,"DEN","Kick Attempt Good",40276,-4,279
"738",2018121600,973,"ATL","Kick Attempt Good",27091,0,2741
"739",2018121600,1669,"ATL","Kick Attempt Good",27091,10,2121
"740",2018121601,1860,"TB","Kick Attempt Good",41991,1,1910
"741",2018121601,2102,"BAL","Kick Attempt Good",39470,-2,1813
"742",2018121601,3160,"BAL","Kick Attempt Good",39470,5,817
"743",2018121602,3702,"DET","Kick Attempt No Good",31446,1,355
"744",2018121603,1315,"GB","Kick Attempt Good",32386,7,2251
"745",2018121603,2423,"GB","Kick Attempt Good",32386,11,1470
"746",2018121603,3744,"CHI","Kick Attempt Good",41688,7,406
"747",2018121603,4489,"GB","Kick Attempt Good",32386,10,15
"748",2018121604,1637,"CIN","Kick Attempt Good",38691,14,2206
"749",2018121604,2096,"CIN","Kick Attempt Good",38691,10,1904
"750",2018121604,3013,"OAK","Kick Attempt Good",46236,13,1293
"751",2018121604,3315,"OAK","Kick Attempt Good",46236,10,1062
"752",2018121604,3698,"CIN","Kick Attempt Good",38691,7,649
"753",2018121604,4070,"OAK","Kick Attempt Good",46236,10,309
"754",2018121605,270,"DAL","Blocked Kick Attempt",40775,0,3302
"755",2018121605,2244,"IND","Kick Attempt Good",21213,7,1802
"756",2018121605,2991,"IND","Kick Attempt Good",21213,17,1001
"757",2018121605,3603,"IND","Kick Attempt Good",21213,20,421
"758",2018121606,727,"WAS","Kick Attempt Good",40125,0,2815
"759",2018121606,1566,"JAX","Kick Attempt Good",38220,-3,2006
"760",2018121606,2494,"WAS","Kick Attempt Good",40125,7,1357
"761",2018121606,3124,"JAX","Kick Attempt Good",38220,4,681
"762",2018121606,3916,"WAS","Kick Attempt Good",40125,0,4
"763",2018121607,1992,"MIA","Kick Attempt Good",46298,14,1818
"764",2018121607,2445,"MIN","Kick Attempt Good",38134,4,1424
"765",2018121607,3141,"MIN","Kick Attempt Good",38134,7,785
"766",2018121608,275,"TEN","Kick Attempt No Good",34707,0,3390
"767",2018121608,3876,"TEN","Kick Attempt Good",34707,-14,309
"768",2018121609,1923,"SF","Kick Attempt Good",30403,1,1870
"769",2018121609,2901,"SF","Kick Attempt Good",30403,4,1079
"770",2018121609,3490,"SF","Kick Attempt Good",30403,0,596
"771",2018121609,3768,"SEA","Kick Attempt Good",25326,3,327
"772",2018121610,2416,"PIT","Kick Attempt No Good",41953,7,1416
"773",2018121610,2841,"NE","Kick Attempt Good",30932,7,920
"774",2018121610,3668,"PIT","Kick Attempt Good",41953,4,154
"775",2018121611,344,"PHI","Kick Attempt Good",44966,0,3221
"776",2018121611,1107,"PHI","Kick Attempt Good",44966,4,2525
"777",2018121611,1528,"LA","Kick Attempt Good",38701,1,2081
"778",2018121611,2104,"LA","Kick Attempt Good",38701,-3,1804
"779",2018121611,2843,"PHI","Kick Attempt Good",44966,-7,1097
"780",2018121611,3624,"LA","Kick Attempt Good",38701,-17,568
"781",2018121611,4529,"PHI","Kick Attempt No Good",44966,-7,73
"782",2018121700,774,"NO","Kick Attempt Good",43689,7,2840
"783",2018121700,1273,"NO","Kick Attempt Good",43689,4,2400
"784",2018122200,240,"WAS","Kick Attempt Good",40125,0,3434
"785",2018122200,1809,"TEN","Kick Attempt Good",34707,-4,1801
"786",2018122200,2468,"WAS","Kick Attempt Good",40125,-1,1201
"787",2018122200,2739,"TEN","Kick Attempt Good",34707,-4,900
"788",2018122200,3062,"WAS","Kick Attempt Good",40125,-1,494
"789",2018122201,177,"BAL","Kick Attempt Good",39470,0,3467
"790",2018122201,1468,"BAL","Kick Attempt Good",39470,-3,1974
"791",2018122201,1854,"LAC","Kick Attempt Good",46342,-6,1845
"792",2018122201,2113,"BAL","Kick Attempt No Good",39470,-3,1803
"793",2018122201,2756,"BAL","Kick Attempt Good",39470,-3,1241
"794",2018122300,1879,"NYG","Kick Attempt Good",43937,-7,1875
"795",2018122300,3397,"NYG","Kick Attempt Good",43937,-3,564
"796",2018122302,1374,"MIA","Kick Attempt No Good",46298,0,2171
"797",2018122302,1858,"JAX","Kick Attempt No Good",38220,0,1804
"798",2018122302,3159,"JAX","Kick Attempt Good",38220,0,659
"799",2018122304,1489,"CAR","Kick Attempt Good",41736,0,2266
"800",2018122304,1656,"ATL","Kick Attempt Good",27091,3,2135
"801",2018122305,1804,"CLE","Kick Attempt Good",46634,13,1814
"802",2018122305,2672,"CIN","Kick Attempt Good",38691,23,900
"803",2018122305,3073,"CLE","Kick Attempt Good",46634,20,449
"804",2018122306,248,"TB","Kick Attempt Good",41991,0,3432
"805",2018122306,1325,"TB","Kick Attempt Good",41991,11,2359
"806",2018122306,2576,"TB","Kick Attempt No Good",41991,4,1545
"807",2018122306,2881,"DAL","Kick Attempt Good",40775,4,1124
"808",2018122307,487,"DET","Kick Attempt Good",31446,0,3155
"809",2018122307,1265,"DET","Kick Attempt Good",31446,3,2443
"810",2018122307,1616,"DET","Kick Attempt Good",31446,6,2050
"811",2018122307,2694,"MIN","Kick Attempt Good",38134,-5,1437
"812",2018122307,3978,"MIN","Kick Attempt Good",38134,-15,259
"813",2018122308,1023,"BUF","Kick Attempt No Good",33469,7,2713
"814",2018122308,2131,"BUF","Kick Attempt Good",33469,14,1713
"815",2018122308,2435,"BUF","Kick Attempt Good",33469,11,1511
"816",2018122308,3437,"NE","Kick Attempt Good",30932,15,467
"817",2018122309,210,"NYJ","Kick Attempt No Good",41175,0,3383
"818",2018122309,2257,"GB","Kick Attempt Good",32386,7,1806
"819",2018122309,2628,"GB","Kick Attempt Good",32386,4,1400
"820",2018122309,3483,"GB","Kick Attempt Good",32386,15,709
"821",2018122309,4872,"NYJ","Kick Attempt Good",41175,-3,21
"822",2018122310,817,"HOU","Kick Attempt Good",43846,7,2695
"823",2018122310,2829,"PHI","Kick Attempt Good",44966,-3,1235
"824",2018122310,4796,"PHI","Kick Attempt Good",44966,-1,3
"825",2018122311,439,"ARI","Kick Attempt Good",45037,0,3131
