"","gameId","playId","playDescription","quarter","possessionTeam","specialTeamsResult","kickerId","gameClock","kickLength","preSnapHomeScore","preSnapVisitorScore","scoreDifference","secondsRemain","Result"
"783",2018121700,1273,"(10:00) W.Lutz 24 yard field goal is GOOD, Center-Z.Wood, Holder-T.Morstead.",2,"NO","Kick Attempt Good",43689,"10:00:00",24,7,3,4,2400,1
"784",2018122200,240,"(12:14) (Field Goal formation) D.Hopkins 50 yard field goal is GOOD, Center-A.East, Holder-T.Way.",1,"WAS","Kick Attempt Good",40125,"12:14:00",50,0,0,0,3434,1
"785",2018122200,1809,"(:01) (Field Goal formation) R.Succop 42 yard field goal is GOOD, Center-B.Brinkley, Holder-B.Kern.",2,"TEN","Kick Attempt Good",34707,"00:01:00",42,6,10,-4,1801,1
"786",2018122200,2468,"(5:01) (Field Goal formation) D.Hopkins 40 yard field goal is GOOD, Center-A.East, Holder-T.Way.",3,"WAS","Kick Attempt Good",40125,"05:01:00",40,9,10,-1,1201,1
"787",2018122200,2739,"(15:00) (Field Goal formation) R.Succop 33 yard field goal is GOOD, Center-B.Brinkley, Holder-B.Kern.",4,"TEN","Kick Attempt Good",34707,"15:00:00",33,9,13,-4,900,1
"788",2018122200,3062,"(8:14) (Field Goal formation) D.Hopkins 46 yard field goal is GOOD, Center-A.East, Holder-T.Way.",4,"WAS","Kick Attempt Good",40125,"08:14:00",46,12,13,-1,494,1
"789",2018122201,177,"(12:47) (Field Goal formation) J.Tucker 24 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",1,"BAL","Kick Attempt Good",39470,"12:47:00",24,0,0,0,3467,1
"790",2018122201,1468,"(2:54) (Field Goal formation) J.Tucker 35 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",2,"BAL","Kick Attempt Good",39470,"02:54:00",35,0,3,-3,1974,1
"791",2018122201,1854,"(:45) (Field Goal formation) M.Badgley 38 yard field goal is GOOD, Center-M.Windt, Holder-D.Jones.",2,"LAC","Kick Attempt Good",46342,"00:45:00",38,0,6,-6,1845,1
"792",2018122201,2113,"(:03) J.Tucker 65 yard field goal is No Good, Center-M.Cox, Holder-S.Koch. D.James at LAC -9 to LAC 22 for 31 yards (N.Boyle).",2,"BAL","Kick Attempt No Good",39470,"00:03:00",65,3,6,-3,1803,0
"793",2018122201,2756,"(5:41) J.Tucker 56 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",3,"BAL","Kick Attempt Good",39470,"05:41:00",56,10,13,-3,1241,1
"794",2018122300,1879,"(1:15) A.Rosas 40 yard field goal is GOOD, Center-Z.DeOssie, Holder-R.Dixon.",2,"NYG","Kick Attempt Good",43937,"01:15:00",40,7,14,-7,1875,1
"795",2018122300,3397,"(9:24) A.Rosas 27 yard field goal is GOOD, Center-Z.DeOssie, Holder-R.Dixon.",4,"NYG","Kick Attempt Good",43937,"09:24:00",27,21,24,-3,564,1
"796",2018122302,1374,"(6:11) (Field Goal formation) J.Sanders 47 yard field goal is No Good, Wide Right, Center-J.Denney, Holder-M.Haack.",2,"MIA","Kick Attempt No Good",46298,"06:11:00",47,7,7,0,2171,0
"797",2018122302,1858,"(:04) (Field Goal formation) K.Forbath 56 yard field goal is No Good, Short, Center-M.Overton, Holder-L.Cooke.",2,"JAX","Kick Attempt No Good",38220,"00:04:00",56,7,7,0,1804,0
"798",2018122302,3159,"(10:59) (Field Goal formation) K.Forbath 26 yard field goal is GOOD, Center-M.Overton, Holder-L.Cooke.",4,"JAX","Kick Attempt Good",38220,"10:59:00",26,7,7,0,659,1
"799",2018122304,1489,"(7:46) C.Catanzaro 50 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",2,"CAR","Kick Attempt Good",41736,"07:46:00",50,7,7,0,2266,1
"800",2018122304,1656,"(5:35) M.Bryant 39 yard field goal is GOOD, Center-J.Condo, Holder-M.Bosher.",2,"ATL","Kick Attempt Good",27091,"05:35:00",39,10,7,3,2135,1
"801",2018122305,1804,"(:14) (Field Goal formation) G.Joseph 37 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",2,"CLE","Kick Attempt Good",46634,"00:14:00",37,13,0,13,1814,1
"802",2018122305,2672,"(15:00) (Field Goal formation) R.Bullock 51 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber.",4,"CIN","Kick Attempt Good",38691,"15:00:00",51,23,0,23,900,1
"803",2018122305,3073,"(7:29) (Field Goal formation) G.Joseph 31 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",4,"CLE","Kick Attempt Good",46634,"07:29:00",31,23,3,20,449,1
"804",2018122306,248,"(12:12) (Field Goal formation) C.Santos 37 yard field goal is GOOD, Center-G.Sanborn, Holder-B.Anger.",1,"TB","Kick Attempt Good",41991,"12:12:00",37,0,0,0,3432,1
"805",2018122306,1325,"(9:19) (Field Goal formation) C.Santos 45 yard field goal is GOOD, Center-G.Sanborn, Holder-B.Anger.",2,"TB","Kick Attempt Good",41991,"09:19:00",45,14,3,11,2359,1
"806",2018122306,2576,"(10:45) (Field Goal formation) C.Santos 52 yard field goal is No Good, Wide Right, Center-G.Sanborn, Holder-B.Anger.",3,"TB","Kick Attempt No Good",41991,"10:45:00",52,17,13,4,1545,0
"807",2018122306,2881,"(3:44) (Field Goal formation) B.Maher 20 yard field goal is GOOD, Center-L.Ladouceur, Holder-C.Jones.",3,"DAL","Kick Attempt Good",40775,"03:44:00",20,17,13,4,1124,1
"808",2018122307,487,"(7:35) M.Prater 47 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin.",1,"DET","Kick Attempt Good",31446,"07:35:00",47,0,0,0,3155,1
"809",2018122307,1265,"(10:43) M.Prater 35 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin.",2,"DET","Kick Attempt Good",31446,"10:43:00",35,3,0,3,2443,1
"810",2018122307,1616,"(4:10) M.Prater 48 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin.",2,"DET","Kick Attempt Good",31446,"04:10:00",48,6,0,6,2050,1
"811",2018122307,2694,"(8:57) D.Bailey 24 yard field goal is GOOD, Center-K.McDermott, Holder-M.Wile.",3,"MIN","Kick Attempt Good",38134,"08:57:00",24,9,14,-5,1437,1
"812",2018122307,3978,"(4:19) D.Bailey 29 yard field goal is GOOD, Center-K.McDermott, Holder-M.Wile.",4,"MIN","Kick Attempt Good",38134,"04:19:00",29,9,24,-15,259,1
"813",2018122308,1023,"(:13) S.Hauschka 43 yard field goal is No Good, Hit Crossbar, Center-R.Ferguson, Holder-M.Darr.",1,"BUF","Kick Attempt No Good",33469,"00:13:00",43,7,0,7,2713,0
"814",2018122308,2131,"(13:33) S.Hauschka 35 yard field goal is GOOD, Center-R.Ferguson, Holder-M.Darr.",3,"BUF","Kick Attempt Good",33469,"13:33:00",35,14,0,14,1713,1
"815",2018122308,2435,"(10:11) S.Hauschka 41 yard field goal is GOOD, Center-R.Ferguson, Holder-M.Darr.",3,"BUF","Kick Attempt Good",33469,"10:11:00",41,14,3,11,1511,1
"816",2018122308,3437,"(7:47) S.Gostkowski 24 yard field goal is GOOD, Center-J.Cardona, Holder-R.Allen.",4,"NE","Kick Attempt Good",30932,"07:47:00",24,21,6,15,467,1
"817",2018122309,210,"(11:23) J.Myers 45 yard field goal is No Good, Wide Left, Center-T.Hennessy, Holder-L.Edwards.",1,"NYJ","Kick Attempt No Good",41175,"11:23:00",45,0,0,0,3383,0
"818",2018122309,2257,"(:06) M.Crosby 42 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",2,"GB","Kick Attempt Good",32386,"00:06:00",42,21,14,7,1806,1
"819",2018122309,2628,"(8:20) M.Crosby 29 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",3,"GB","Kick Attempt Good",32386,"08:20:00",29,21,17,4,1400,1
"820",2018122309,3483,"(11:49) M.Crosby 38 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",4,"GB","Kick Attempt Good",32386,"11:49:00",38,35,20,15,709,1
"821",2018122309,4872,"(:21) J.Myers 33 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards.",4,"NYJ","Kick Attempt Good",41175,"00:21:00",33,35,38,-3,21,1
"822",2018122310,817,"(14:55) K.Fairbairn 30 yard field goal is GOOD, Center-J.Weeks, Holder-T.Daniel.",2,"HOU","Kick Attempt Good",43846,"14:55:00",30,7,0,7,2695,1
"823",2018122310,2829,"(5:35) J.Elliott 47 yard field goal is GOOD, Center-R.Lovato, Holder-C.Johnston.",3,"PHI","Kick Attempt Good",44966,"05:35:00",47,13,16,-3,1235,1
"824",2018122310,4796,"(:03) J.Elliott 35 yard field goal is GOOD, Center-R.Lovato, Holder-C.Johnston.",4,"PHI","Kick Attempt Good",44966,"00:03:00",35,29,30,-1,3,1
"825",2018122311,439,"(7:11) Z.Gonzalez 36 yard field goal is GOOD, Center-A.Brewer, Holder-A.Lee.",1,"ARI","Kick Attempt Good",45037,"07:11:00",36,0,0,0,3131,1
"826",2018122311,1998,"(:17) Z.Gonzalez 54 yard field goal is No Good, Wide Left, Center-A.Brewer, Holder-A.Lee.",2,"ARI","Kick Attempt No Good",45037,"00:17:00",54,9,21,-12,1817,0
"827",2018122311,2105,"(:04) (Field Goal formation) G.Zuerlein 57 yard field goal is No Good, Hit Left Upright, Center-J.McQuaide, Holder-J.Hekker.",2,"LA","Kick Attempt No Good",38701,"00:04:00",57,9,21,-12,1804,0
"828",2018122311,2622,"(5:41) G.Zuerlein 21 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",3,"LA","Kick Attempt Good",38701,"05:41:00",21,9,21,-12,1241,1
"829",2018122312,484,"(5:53) C.Parkey 37 yard field goal is No Good, Wide Right, Center-P.Scales, Holder-P.O'Donnell.",1,"CHI","Kick Attempt No Good",41688,"05:53:00",37,0,0,0,3053,0
"830",2018122312,1141,"(10:58) R.Gould 33 yard field goal is GOOD, Center-C.Holba, Holder-B.Pinion.",2,"SF","Kick Attempt Good",30403,"10:58:00",33,0,0,0,2458,1
"831",2018122312,1476,"(5:52) R.Gould 30 yard field goal is GOOD, Center-C.Holba, Holder-B.Pinion.",2,"SF","Kick Attempt Good",30403,"05:52:00",30,3,0,3,2152,1
"832",2018122312,2005,"(:05) R.Gould 23 yard field goal is GOOD, Center-C.Holba, Holder-B.Pinion.",2,"SF","Kick Attempt Good",30403,"00:05:00",23,6,7,-1,1805,1
"833",2018122313,1095,"(14:10) C.Boswell 30 yard field goal is GOOD, Center-K.Canaday, Holder-J.Berry.",2,"PIT","Kick Attempt Good",41953,"14:10:00",30,7,3,4,2650,1
"834",2018122313,2280,"(:07) W.Lutz 43 yard field goal is GOOD, Center-Z.Wood, Holder-T.Morstead. Penalty on PIT-J.Haden, Defensive Offside, declined.",2,"NO","Kick Attempt Good",43689,"00:07:00",43,14,14,0,1807,1
"835",2018122313,3883,"(6:17) W.Lutz 50 yard field goal is BLOCKED (L.Fort), Center-Z.Wood, Holder-T.Morstead, RECOVERED by PIT-L.Fort at PIT 37.",4,"NO","Blocked Kick Attempt",43689,"06:17:00",NA,24,28,-4,377,0
"836",2018122314,690,"(6:38) H.Butker 54 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",1,"KC","Kick Attempt Good",45046,"06:38:00",54,7,0,7,3098,1
"837",2018122314,977,"(1:52) S.Janikowski 36 yard field goal is No Good, Hit Right Upright, Center-T.Ott, Holder-M.Dickson.",1,"SEA","Kick Attempt No Good",25326,"01:52:00",36,7,3,4,2812,0
"838",2018122314,2594,"(9:30) S.Janikowski 28 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.",3,"SEA","Kick Attempt Good",25326,"09:30:00",28,14,10,4,1470,1
"839",2018122314,3580,"(10:32) H.Butker 29 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",4,"KC","Kick Attempt Good",45046,"10:32:00",29,24,17,7,632,1
"840",2018122314,4520,"(1:23) H.Butker 32 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",4,"KC","Kick Attempt Good",45046,"01:23:00",32,38,28,10,83,1
"841",2018122400,1994,"(:23) D.Carlson 43 yard field goal is GOOD, Center-T.Sieg, Holder-J.Townsend.",2,"OAK","Kick Attempt Good",46236,"00:23:00",43,14,0,14,1823,1
"842",2018122400,2115,"(:04) B.McManus 58 yard field goal is No Good, Short, Center-C.Kreiter, Holder-C.Wadman.",2,"DEN","Kick Attempt No Good",40276,"00:04:00",58,17,0,17,1804,0
"843",2018122400,3925,"(4:42) D.Carlson 45 yard field goal is GOOD, Center-T.Sieg, Holder-J.Townsend.",4,"OAK","Kick Attempt Good",46236,"04:42:00",45,24,14,10,282,1
"844",2018123000,373,"(9:31) J.Tucker 38 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",1,"BAL","Kick Attempt Good",39470,"09:31:00",38,0,0,0,3271,1
"845",2018123000,1538,"(6:15) (Field Goal formation) J.Tucker 35 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",2,"BAL","Kick Attempt Good",39470,"06:15:00",35,17,7,10,2175,1
"846",2018123000,2314,"(:04) (Field Goal formation) G.Joseph 46 yard field goal is No Good, Wide Left, Center-C.Hughlett, Holder-B.Colquitt.",2,"CLE","Kick Attempt No Good",46634,"00:04:00",46,20,7,13,1804,0
"847",2018123000,2860,"(7:08) (Field Goal formation) J.Tucker 44 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",3,"BAL","Kick Attempt Good",39470,"07:08:00",44,20,14,6,1328,1
"848",2018123000,3378,"(13:48) (Field Goal formation) G.Joseph 35 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",4,"CLE","Kick Attempt Good",46634,"13:48:00",35,23,14,9,828,1
"849",2018123000,3732,"(7:23) (Field Goal formation) J.Tucker 23 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",4,"BAL","Kick Attempt Good",39470,"07:23:00",23,23,17,6,443,1
"850",2018123001,1106,"(13:01) S.Hauschka 42 yard field goal is No Good, Short, Center-R.Ferguson, Holder-M.Darr.",2,"BUF","Kick Attempt No Good",33469,"13:01:00",42,14,0,14,2581,0
"851",2018123001,3152,"(1:31) J.Sanders 29 yard field goal is GOOD, Center-J.Denney, Holder-M.Haack.",3,"MIA","Kick Attempt Good",46298,"01:31:00",29,28,14,14,991,1
"852",2018123002,1229,"(10:41) (Field Goal formation) M.Prater pass short left to L.Toilolo for 8 yards, TOUCHDOWN.",2,"DET","Non-Special Teams Result",NA,"10:41:00",NA,0,7,-7,2441,0
"853",2018123002,2802,"(3:12) M.Prater 43 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin.",3,"DET","Kick Attempt Good",31446,"03:12:00",43,0,21,-21,1092,1
"854",2018123003,370,"(10:11) K.Forbath 25 yard field goal is GOOD, Center-M.Overton, Holder-L.Cooke.",1,"JAX","Kick Attempt Good",38220,"10:11:00",25,0,0,0,3311,1
"855",2018123003,716,"(5:23) K.Fairbairn 23 yard field goal is GOOD, Center-J.Weeks, Holder-T.Daniel.",1,"HOU","Kick Attempt Good",43846,"05:23:00",23,0,3,-3,3023,1
"856",2018123003,3269,"(10:55) K.Fairbairn 24 yard field goal is GOOD, Center-J.Weeks, Holder-T.Daniel.",4,"HOU","Kick Attempt Good",43846,"10:55:00",24,17,3,14,655,1
"857",2018123005,2028,"(:58) D.Bailey 45 yard field goal is GOOD, Center-K.McDermott, Holder-M.Wile.",2,"MIN","Kick Attempt Good",38134,"00:58:00",45,0,13,-13,1858,1
"858",2018123005,3544,"(4:29) C.Parkey 42 yard field goal is GOOD, Center-P.Scales, Holder-P.O'Donnell.",4,"CHI","Kick Attempt Good",41688,"04:29:00",42,10,21,-11,269,1
"859",2018123006,810,"(:58) J.Myers 40 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards.",1,"NYJ","Kick Attempt Good",41175,"00:58:00",40,7,0,7,2758,1
"860",2018123006,3142,"(9:44) S.Gostkowski 38 yard field goal is GOOD, Center-J.Cardona, Holder-R.Allen.",4,"NE","Kick Attempt Good",30932,"09:44:00",38,28,3,25,584,1
"861",2018123007,2124,"(:03) C.Catanzaro 22 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",2,"CAR","Kick Attempt Good",41736,"00:03:00",22,0,20,-20,1803,1
"862",2018123007,3437,"(8:22) C.Catanzaro 51 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",4,"CAR","Kick Attempt Good",41736,"08:22:00",51,7,30,-23,502,1
"863",2018123008,799,"(1:11) B.Maher 34 yard field goal is No Good, Wide Right, Center-L.Ladouceur, Holder-C.Jones.",1,"DAL","Kick Attempt No Good",40775,"01:11:00",34,0,0,0,2771,0
"864",2018123008,2547,"(9:05) A.Rosas 48 yard field goal is GOOD, Center-Z.DeOssie, Holder-R.Dixon.",3,"NYG","Kick Attempt Good",43937,"09:05:00",48,7,14,-7,1445,1
"865",2018123008,4182,"(2:39) A.Rosas 38 yard field goal is GOOD, Center-Z.DeOssie, Holder-R.Dixon.",4,"NYG","Kick Attempt Good",43937,"02:39:00",38,32,28,4,159,1
"866",2018123009,1502,"(2:17) (Field Goal formation) R.Bullock 49 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber. PENALTY on CIN-A.Redmond, Unnecessary Roughness, 15 yards, enforced between downs.",2,"CIN","Kick Attempt Good",38691,"02:17:00",49,0,7,-7,1937,1
"867",2018123009,1814,"(:04) (Field Goal formation) M.McCrane 39 yard field goal is GOOD, Center-K.Canaday, Holder-J.Berry.",2,"PIT","Kick Attempt Good",46663,"00:04:00",39,0,10,-10,1804,1
"868",2018123009,3222,"(8:40) (Field Goal formation) M.McCrane 47 yard field goal is GOOD, Center-K.Canaday, Holder-J.Berry.",4,"PIT","Kick Attempt Good",46663,"08:40:00",47,10,10,0,520,1
"869",2018123009,3383,"(6:20) (Field Goal formation) R.Bullock 32 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber.",4,"CIN","Kick Attempt Good",38691,"06:20:00",32,13,10,3,380,1
"870",2018123009,3746,"(2:00) (Field Goal formation) M.McCrane 35 yard field goal is GOOD, Center-K.Canaday, Holder-J.Berry.",4,"PIT","Kick Attempt Good",46663,"02:00:00",35,13,13,0,120,1
"871",2018123010,1304,"(8:29) C.Santos 36 yard field goal is GOOD, Center-G.Sanborn, Holder-B.Anger.",2,"TB","Kick Attempt Good",41991,"08:29:00",36,7,0,7,2309,1
"872",2018123010,2740,"(6:43) C.Santos 45 yard field goal is GOOD, Center-G.Sanborn, Holder-B.Anger.",3,"TB","Kick Attempt Good",41991,"06:43:00",45,17,14,3,1303,1
"873",2018123010,3041,"(2:04) M.Bryant 49 yard field goal is GOOD, Center-J.Condo, Holder-M.Bosher.",3,"ATL","Kick Attempt Good",27091,"02:04:00",49,20,14,6,1024,1
"874",2018123010,4370,"(:04) M.Bryant 37 yard field goal is GOOD, Center-J.Condo, Holder-M.Bosher.",4,"ATL","Kick Attempt Good",27091,"00:04:00",37,32,31,1,4,1
"875",2018123011,2135,"(:05) (Field Goal formation) R.Succop 38 yard field goal is GOOD, Center-B.Brinkley, Holder-B.Kern. Penalty on IND-M.Hunt, Unnecessary Roughness, declined.",2,"TEN","Kick Attempt Good",34707,"00:05:00",38,7,17,-10,1805,1
"876",2018123011,3828,"(4:00) (Field Goal formation) A.Vinatieri 25 yard field goal is GOOD, Center-L.Rhodes, Holder-R.Sanchez.",4,"IND","Kick Attempt Good",21213,"04:00:00",25,17,24,-7,240,1
"877",2018123012,909,"(:26) J.Elliott 33 yard field goal is GOOD, Center-R.Lovato, Holder-C.Johnston.",1,"PHI","Kick Attempt Good",44966,"00:26:00",33,0,0,0,2726,1
"878",2018123013,2185,"(:15) B.McManus 28 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",2,"DEN","Kick Attempt Good",40276,"00:15:00",28,0,7,-7,1815,1
"879",2018123014,1033,"(2:16) R.Gould 30 yard field goal is GOOD, Center-C.Holba, Holder-B.Pinion.",1,"SF","Kick Attempt Good",30403,"02:16:00",30,14,0,14,2836,1
"880",2018123014,2611,"(:03) G.Zuerlein 28 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",2,"LA","Kick Attempt Good",38701,"00:03:00",28,28,10,18,1803,1
"881",2018123014,3625,"(11:49) G.Zuerlein 51 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",4,"LA","Kick Attempt Good",38701,"11:49:00",51,45,17,28,709,1
"882",2018123015,484,"(7:25) Z.Gonzalez 36 yard field goal is GOOD, Center-A.Brewer, Holder-A.Lee.",1,"ARI","Kick Attempt Good",45037,"07:25:00",36,0,0,0,3145,1
"883",2018123015,1830,"(1:18) Z.Gonzalez 50 yard field goal is GOOD, Center-A.Brewer, Holder-A.Lee.",2,"ARI","Kick Attempt Good",45037,"01:18:00",50,14,10,4,1878,1
"884",2018123015,3754,"(6:25) S.Janikowski 42 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.",4,"SEA","Kick Attempt Good",25326,"06:25:00",42,21,21,0,385,1
"885",2018123015,3991,"(1:54) Z.Gonzalez 55 yard field goal is GOOD, Center-A.Brewer, Holder-A.Lee.",4,"ARI","Kick Attempt Good",45037,"01:54:00",55,24,21,3,114,1
"886",2018123015,4260,"(:03) S.Janikowski 33 yard field goal is GOOD, Center-T.Ott, Holder-M.Dickson.",4,"SEA","Kick Attempt Good",25326,"00:03:00",33,24,24,0,3,1
"887",2019090500,625,"(4:14) E.Pineiro 38 yard field goal is GOOD, Center-P.Scales, Holder-P.O'Donnell.",1,"CHI","Kick Attempt Good",46426,"04:14:00",38,0,0,0,2954,1
"888",2019090500,3929,"(5:20) (Field Goal formation) M.Crosby 39 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",4,"GB","Kick Attempt Good",32386,"05:20:00",39,3,7,-4,320,1
"889",2019090800,836,"(:47) J.Slye 53 yard field goal is No Good, Wide Right, Center-J.Jansen, Holder-M.Palardy.",1,"CAR","Kick Attempt No Good",48337,"00:47:00",53,0,0,0,2747,0
"890",2019090800,1027,"(13:48) G.Zuerlein 49 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",2,"LA","Kick Attempt Good",38701,"13:48:00",49,0,0,0,2628,1
"891",2019090800,3427,"(:16) J.Slye 52 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",3,"CAR","Kick Attempt Good",48337,"00:16:00",52,10,23,-13,916,1
"892",2019090801,506,"(6:36) C.Santos 37 yard field goal is GOOD, Center-B.Brinkley, Holder-B.Kern.",1,"TEN","Kick Attempt Good",41991,"06:36:00",37,6,0,6,3096,1
"893",2019090802,366,"(9:00) H.Butker 28 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",1,"KC","Kick Attempt Good",45046,"09:00:00",28,0,7,-7,3240,1
"894",2019090802,1066,"(11:39) J.Lambo 37 yard field goal is GOOD, Center-M.Orzech, Holder-L.Cooke.",2,"JAX","Kick Attempt Good",43068,"11:39:00",37,7,17,-10,2499,1
"895",2019090802,1331,"(7:59) H.Butker 25 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",2,"KC","Kick Attempt Good",45046,"07:59:00",25,10,17,-7,2279,1
"896",2019090802,1490,"(4:25) J.Lambo 23 yard field goal is GOOD, Center-M.Orzech, Holder-L.Cooke.",2,"JAX","Kick Attempt Good",43068,"04:25:00",23,10,20,-10,2065,1
"897",2019090802,1820,"(:28) H.Butker 46 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",2,"KC","Kick Attempt Good",45046,"00:28:00",46,13,20,-7,1828,1
"898",2019090802,3570,"(3:38) H.Butker 35 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",4,"KC","Kick Attempt Good",45046,"03:38:00",35,19,37,-18,218,1
"899",2019090803,1296,"(10:43) (Field Goal formation) J.Sanders 54 yard field goal is GOOD, Center-T.Pepper, Holder-M.Haack.",2,"MIA","Kick Attempt Good",46298,"10:43:00",54,0,28,-28,2443,1
"900",2019090803,3146,"(:27) (Field Goal formation) J.Tucker 34 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",3,"BAL","Kick Attempt Good",39470,"00:27:00",34,10,49,-39,927,1
"901",2019090805,2161,"(:30) K.Vedvik 45 yard field goal is No Good, Wide Right, Center-T.Hennessy, Holder-L.Edwards.",2,"NYJ","Kick Attempt No Good",46455,"00:30:00",45,6,0,6,1830,0
"902",2019090805,3105,"(3:52) S.Hauschka 43 yard field goal is GOOD, Center-R.Ferguson, Holder-C.Bojorquez.",3,"BUF","Kick Attempt Good",33469,"03:52:00",43,16,0,16,1132,1
"903",2019090806,716,"(2:51) D.Hopkins 41 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way.",1,"WAS","Kick Attempt Good",40125,"02:51:00",41,0,7,-7,2871,1
"904",2019090806,2088,"(:04) D.Hopkins 48 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way.",2,"WAS","Kick Attempt Good",40125,"00:04:00",48,7,17,-10,1804,1
"905",2019090806,3755,"(3:12) J.Elliott 22 yard field goal is GOOD, Center-R.Lovato, Holder-C.Johnston.",4,"PHI","Kick Attempt Good",44966,"03:12:00",22,29,20,9,192,1
"906",2019090807,1725,"(:03) A.Vinatieri 46 yard field goal is No Good, Wide Left, Center-L.Rhodes, Holder-R.Sanchez.",2,"IND","Kick Attempt No Good",21213,"00:03:00",46,17,6,11,1803,0
"907",2019090807,1928,"(11:19) A.Vinatieri 44 yard field goal is GOOD, Center-L.Rhodes, Holder-R.Sanchez.",3,"IND","Kick Attempt Good",21213,"11:19:00",44,17,6,11,1579,1
"908",2019090807,2700,"(13:32) A.Vinatieri 29 yard field goal is No Good, Wide Left, Center-L.Rhodes, Holder-R.Sanchez.",4,"IND","Kick Attempt No Good",21213,"13:32:00",29,24,16,8,812,0
"909",2019090808,736,"(2:52) R.Bullock 39 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber.",1,"CIN","Kick Attempt Good",38691,"02:52:00",39,0,0,0,2872,1
"910",2019090808,2616,"(7:43) R.Bullock 45 yard field goal is No Good, Wide Left, Center-C.Harris, Holder-K.Huber.",3,"CIN","Kick Attempt No Good",38691,"07:43:00",45,14,17,-3,1363,0
"911",2019090808,3584,"(7:03) R.Bullock 27 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber.",4,"CIN","Kick Attempt Good",38691,"07:03:00",27,21,17,4,423,1
"912",2019090809,2110,"(1:22) Z.Gonzalez 20 yard field goal is GOOD, Center-A.Brewer, Holder-A.Lee.",2,"ARI","Kick Attempt Good",45037,"01:22:00",20,0,17,-17,1882,1
"913",2019090809,3103,"(4:43) Z.Gonzalez 42 yard field goal is GOOD, Center-A.Brewer, Holder-A.Lee.",3,"ARI","Kick Attempt Good",45037,"04:43:00",42,3,17,-14,1183,1
"914",2019090809,3759,"(11:13) Z.Gonzalez 34 yard field goal is GOOD, Center-A.Brewer, Holder-A.Lee.",4,"ARI","Kick Attempt Good",45037,"11:13:00",34,6,24,-18,673,1
"915",2019090810,2458,"(11:03) (Field Goal formation) A.Rosas 28 yard field goal is GOOD, Center-Z.DeOssie, Holder-R.Dixon.",3,"NYG","Kick Attempt Good",43937,"11:03:00",28,21,7,14,1563,1
"916",2019090811,309,"(11:12) R.Gould 29 yard field goal is GOOD, Center-C.Holba, Holder-M.Wishnowsky.",1,"SF","Kick Attempt Good",30403,"11:12:00",29,0,0,0,3372,1
"917",2019090811,1802,"(2:59) R.Gould 36 yard field goal is GOOD, Center-C.Holba, Holder-M.Wishnowsky.",2,"SF","Kick Attempt Good",30403,"02:59:00",36,7,3,4,1979,1
