"","gameId","playId","possessionTeam","Home","Result","kickerId","kickLength","scoreDifference","secondsRemain"
"470",2018110409,2315,"LA",0,1,38701,56,21,1802
"471",2018110409,3111,"LA",0,1,38701,34,11,994
"472",2018110409,3729,"NO",1,1,43689,54,0,388
"473",2018110410,748,"GB",0,1,32386,29,7,3008
"474",2018110410,1280,"NE",1,1,30932,28,4,2612
"475",2018110500,299,"DAL",1,0,40775,38,0,3335
"476",2018110500,3100,"TEN",0,0,34707,28,-7,662
"477",2018110800,1212,"PIT",1,1,41953,50,14,2391
"478",2018111100,2265,"CHI",1,0,41688,41,16,1573
"479",2018111100,2408,"CHI",1,0,41688,34,16,1428
"480",2018111101,2296,"NO",0,1,43689,29,-28,1448
"481",2018111101,3015,"NO",0,1,43689,42,-38,685
"482",2018111101,3242,"NO",0,1,43689,41,-41,442
"483",2018111102,936,"ATL",0,1,38851,40,7,2542
"484",2018111103,776,"MIA",0,1,46298,37,7,2782
"485",2018111103,1139,"MIA",0,1,46298,25,11,2433
"486",2018111103,1605,"MIA",0,1,46298,47,8,1974
"487",2018111103,2401,"MIA",0,1,46298,40,5,1603
"488",2018111103,3407,"GB",1,1,32386,38,16,537
"489",2018111104,2126,"JAX",0,1,43068,28,16,1809
"490",2018111104,2472,"JAX",0,0,NA,NA,13,1537
"491",2018111104,2977,"JAX",0,0,43068,52,6,962
"492",2018111104,3730,"JAX",0,1,43068,55,6,248
"493",2018111104,3889,"IND",1,0,21213,52,3,178
"494",2018111105,761,"KC",1,1,45046,45,0,2885
"495",2018111105,1110,"KC",1,1,45046,46,3,2555
"496",2018111106,1030,"BUF",0,1,33469,54,-14,2637
"497",2018111106,2084,"NYJ",1,1,41175,55,-31,1802
"498",2018111106,3665,"BUF",0,1,33469,31,-28,167
"499",2018111107,811,"WAS",0,1,40125,43,0,2714
"500",2018111107,1161,"TB",1,0,41736,30,-3,2315
"501",2018111107,1503,"TB",1,1,41736,33,-3,1926
"502",2018111107,1896,"WAS",0,1,40125,43,0,1824
"503",2018111107,2540,"TB",1,0,41736,48,-3,1152
"504",2018111107,2974,"WAS",0,1,40125,26,-10,726
"505",2018111108,389,"NE",0,1,30932,52,7,3264
"506",2018111108,944,"TEN",1,1,34707,33,11,2859
"507",2018111108,1498,"NE",0,0,30932,52,7,2368
"508",2018111108,2904,"TEN",1,1,34707,31,14,1159
"509",2018111109,648,"OAK",1,1,46236,46,0,2876
"510",2018111109,1297,"LAC",0,1,46342,27,3,2150
"511",2018111109,2669,"OAK",1,1,46236,30,-14,893
"512",2018111109,3055,"LAC",0,1,46342,41,-11,436
"513",2018111110,991,"LA",1,1,38701,35,-7,2693
"514",2018111110,2231,"LA",1,1,38701,37,3,1489
"515",2018111110,3172,"SEA",0,1,25326,33,5,596
"516",2018111110,3367,"LA",1,1,38701,20,2,459
"517",2018111111,459,"DAL",0,1,40775,25,0,3122
"518",2018111111,1482,"DAL",0,1,40775,31,-3,2025
"519",2018111111,1735,"PHI",1,1,44966,56,-6,1898
"520",2018111111,2376,"PHI",1,1,44966,26,-10,1479
"521",2018111111,2562,"DAL",0,0,40775,42,-7,1363
"522",2018111200,300,"SF",1,1,30403,53,0,3318
"523",2018111200,1711,"NYG",0,1,43937,20,3,1913
"524",2018111200,2093,"SF",1,1,30403,36,0,1807
"525",2018111200,2902,"NYG",0,1,43937,31,3,1034
"526",2018111200,3685,"SF",1,1,30403,30,0,170
"527",2018111500,391,"GB",0,0,32386,47,-7,3351
"528",2018111500,659,"SEA",1,1,25326,39,-7,3064
"529",2018111500,3482,"GB",0,1,32386,36,-1,507
"530",2018111800,682,"DAL",0,1,40775,21,0,2880
"531",2018111800,874,"ATL",1,1,27091,41,-3,2696
"532",2018111800,1679,"ATL",1,1,27091,45,0,1834
"533",2018111800,1998,"DAL",0,1,40775,50,3,1520
"534",2018111800,2200,"ATL",1,1,27091,53,0,1336
"535",2018111800,3018,"ATL",1,1,27091,21,-10,508
"536",2018111800,3780,"DAL",0,1,40775,42,0,3
"537",2018111801,1887,"BAL",1,1,39470,28,0,1907
"538",2018111801,2227,"BAL",1,1,39470,56,3,1805
"539",2018111801,3566,"BAL",1,1,39470,24,0,495
"540",2018111801,3835,"CIN",0,0,38691,52,3,244
"541",2018111802,455,"CHI",1,1,41688,33,0,3062
"542",2018111802,1863,"CHI",1,1,41688,41,11,1855
"543",2018111802,2944,"MIN",0,1,38134,36,14,911
"544",2018111802,3222,"MIN",0,1,38134,36,11,711
"545",2018111802,4213,"CHI",1,1,41688,48,8,172
"546",2018111803,1673,"DET",1,1,31446,54,0,1842
"547",2018111803,2229,"CAR",0,0,35102,34,3,1456
"548",2018111803,2506,"DET",1,1,31446,32,3,1131
"549",2018111804,1236,"IND",1,1,21213,22,7,2464
"550",2018111804,2112,"TEN",0,1,34707,42,24,1803
"551",2018111805,2440,"NYG",1,1,43937,52,14,1329
"552",2018111806,373,"HOU",0,1,43846,23,0,3275
"553",2018111806,2118,"HOU",0,0,43846,44,-10,1836
"554",2018111806,3110,"HOU",0,1,43846,33,-3,982
"555",2018111806,3754,"HOU",0,1,43846,54,1,455
"556",2018111806,4206,"HOU",0,0,43846,45,-2,56
"557",2018111806,4378,"WAS",1,0,40125,63,-2,8
"558",2018111807,2944,"OAK",0,1,46236,21,-3,925
"559",2018111807,4277,"OAK",0,1,46236,35,1,2
"560",2018111808,518,"LAC",1,1,46342,46,0,3125
"561",2018111808,932,"LAC",1,1,46342,45,3,2745
"562",2018111808,3566,"LAC",1,1,46342,30,-1,411
"563",2018111808,4332,"DEN",0,1,40276,34,2,3
"564",2018111809,350,"NO",1,1,43689,38,0,3256
"565",2018111810,942,"JAX",1,1,43068,48,0,2595
"566",2018111810,1181,"JAX",1,1,43068,38,3,2314
"567",2018111810,1532,"JAX",1,1,43068,43,6,2021
"568",2018111900,1384,"LA",1,1,38701,23,6,2698
"569",2018111900,1816,"KC",0,1,45046,21,9,2289
"570",2018111900,3575,"LA",1,1,38701,33,0,1049
"571",2018112200,1622,"CHI",0,1,41688,40,7,2043
"572",2018112200,3544,"DET",1,1,31446,20,-3,468
"573",2018112201,1756,"DAL",1,1,40775,28,0,1892
"574",2018112201,4235,"WAS",0,1,40125,31,11,77
"575",2018112202,791,"ATL",0,1,27091,32,7,2860
"576",2018112202,1245,"NO",1,1,43689,22,4,2352
"577",2018112500,697,"BAL",1,1,39470,47,-7,2972
"578",2018112500,1619,"BAL",1,1,39470,28,3,2234
"579",2018112500,2066,"OAK",0,1,46236,42,6,1958
"580",2018112501,3303,"JAX",0,0,43068,42,0,939
"581",2018112501,4454,"BUF",1,1,33469,22,7,189
"582",2018112502,678,"CAR",1,1,35102,26,0,2835
"583",2018112502,1052,"SEA",0,1,25326,33,3,2565
"584",2018112502,1885,"CAR",1,1,35102,25,0,1801
"585",2018112502,3172,"SEA",0,1,25326,30,3,572
"586",2018112502,3837,"CAR",1,0,35102,52,0,105
"587",2018112502,3996,"SEA",0,1,25326,31,0,4
"588",2018112504,2578,"MIA",0,1,46298,29,0,1458
"589",2018112504,2890,"IND",1,0,21213,48,-3,1116
"590",2018112504,3518,"IND",1,1,21213,46,-10,511
"591",2018112504,4217,"IND",1,1,21213,32,0,3
"592",2018112505,1782,"NE",0,1,30932,34,0,1950
"593",2018112505,2132,"NYJ",1,1,41175,55,-3,1808
"594",2018112505,2581,"NE",0,1,30932,32,0,1417
"595",2018112505,2903,"NYJ",1,1,41175,38,-3,1144
"596",2018112506,741,"NYG",0,1,43937,25,-6,2895
"597",2018112506,1348,"NYG",0,1,43937,51,-9,2378
"598",2018112506,1538,"PHI",1,1,44966,42,-12,2122
"599",2018112506,2761,"PHI",1,1,44966,28,-8,1311
"600",2018112506,3699,"NYG",0,1,43937,29,3,352
"601",2018112506,4031,"PHI",1,1,44966,43,0,25
"602",2018112507,1685,"TB",1,1,41991,41,1,2003
"603",2018112507,2216,"TB",1,1,41991,39,4,1809
"604",2018112507,2643,"SF",0,1,30403,23,7,1565
"605",2018112508,595,"ARI",0,1,23860,30,-7,2966
"606",2018112508,1192,"ARI",0,0,23860,46,-3,2385
"607",2018112508,3438,"LAC",1,1,46342,31,32,208
"608",2018112509,404,"PIT",0,0,41953,NA,0,3284
"609",2018112509,679,"DEN",1,1,40276,41,0,3091
"610",2018112509,1517,"PIT",0,1,41953,41,3,2194
"611",2018112510,1499,"MIN",1,0,38134,48,0,2080
"612",2018112510,2116,"MIN",1,0,38134,56,0,1803
"613",2018112510,2736,"MIN",1,1,38134,37,0,1111
"614",2018112510,3777,"GB",0,1,32386,38,10,145
"615",2018112600,216,"TEN",0,1,34707,31,0,3410
"616",2018112600,2075,"HOU",1,1,43846,43,11,1801
"617",2018112600,2438,"HOU",1,1,43846,47,14,1438
"618",2018112900,316,"DAL",1,1,40775,26,0,3267
"619",2018112900,1873,"DAL",1,1,40775,46,10,1855
"620",2018112900,2269,"NO",0,1,43689,33,13,1503
"621",2018120200,331,"ATL",1,1,27091,44,0,3276
"622",2018120200,2335,"BAL",0,1,39470,41,3,1810
"623",2018120200,2664,"BAL",0,1,39470,21,0,1502
"624",2018120200,3254,"BAL",0,1,39470,45,-3,936
"625",2018120200,3719,"BAL",0,1,39470,47,-6,449
"626",2018120201,2202,"CIN",1,1,38691,35,-7,1816
"627",2018120201,4269,"DEN",0,1,40276,29,-11,27
"628",2018120202,730,"LA",0,1,38701,24,0,2900
"629",2018120202,1011,"DET",1,1,31446,28,-3,2546
"630",2018120202,2006,"LA",0,1,38701,47,-7,1848
"631",2018120202,2752,"DET",1,1,31446,29,-10,1381
"632",2018120202,2900,"LA",0,1,38701,48,-7,1251
"633",2018120202,4169,"DET",1,1,31446,35,-10,177
"634",2018120203,1977,"GB",1,1,32386,32,0,1818
"635",2018120203,2735,"ARI",0,1,45037,44,3,1222
"636",2018120204,337,"HOU",1,1,43846,35,0,3195
"637",2018120204,1820,"HOU",1,1,43846,42,17,2004
"638",2018120204,2337,"HOU",1,1,43846,48,20,1805
"639",2018120204,3765,"HOU",1,1,43846,38,19,350
"640",2018120205,1877,"JAX",1,1,43068,30,0,1933
"641",2018120205,3320,"JAX",1,1,43068,37,3,705
"642",2018120206,2454,"BUF",0,1,33469,32,8,1446
"643",2018120207,2287,"NYG",1,1,43937,57,-7,1801
"644",2018120207,3558,"CHI",0,1,41688,36,10,569
"645",2018120207,4150,"NYG",1,1,43937,37,7,113
"646",2018120207,4373,"CHI",0,1,41688,21,10,75
"647",2018120208,206,"LAC",0,0,46342,52,0,3384
"648",2018120208,1657,"PIT",1,1,41953,48,6,1965
"649",2018120208,4189,"LAC",0,1,46342,29,0,0
"650",2018120209,485,"TB",1,1,41991,35,7,3104
"651",2018120209,2075,"CAR",0,1,35102,37,10,1562
"652",2018120210,672,"KC",0,1,45046,29,-7,3165
"653",2018120210,1544,"KC",0,1,45046,50,-10,2227
"654",2018120210,2550,"OAK",1,1,46236,50,-12,1570
"655",2018120210,4725,"OAK",1,1,46236,44,-10,34
"656",2018120211,366,"NYJ",0,1,41175,54,0,3280
"657",2018120211,1096,"NYJ",0,1,41175,34,-10,2505
"658",2018120211,1671,"NYJ",0,1,41175,43,-13,1976
"659",2018120211,2382,"NYJ",0,1,41175,39,-10,1543
"660",2018120211,2934,"NYJ",0,1,41175,39,-6,931
"661",2018120211,3412,"TEN",1,1,34707,24,-9,573
"662",2018120211,3633,"TEN",1,1,34707,33,-6,344
"663",2018120212,558,"MIN",0,0,38134,48,7,3031
"664",2018120212,1274,"NE",1,1,30932,20,7,2148
"665",2018120212,2544,"NE",1,0,30932,48,3,1286
"666",2018120212,2865,"MIN",0,1,38134,39,3,1044
"667",2018120213,2195,"SF",0,1,30403,45,20,1805
"668",2018120213,3710,"SEA",1,1,25326,40,18,473
"669",2018120300,952,"WAS",0,1,40125,44,7,2629
"670",2018120300,2068,"WAS",0,1,40125,47,4,1819
"671",2018120300,3184,"PHI",1,1,44966,46,9,705
"672",2018120300,3583,"PHI",1,1,44966,44,12,292
"673",2018120600,2054,"TEN",1,1,34707,33,11,1810
"674",2018120900,762,"NYJ",0,1,41175,47,7,2979
"675",2018120900,1367,"NYJ",0,1,41175,21,11,2473
"676",2018120900,1598,"BUF",1,1,33469,31,8,2238
"677",2018120900,2392,"BUF",1,0,33469,NA,4,1804
"678",2018120900,2600,"BUF",1,1,33469,29,4,1706
"679",2018120900,3770,"BUF",1,0,33469,54,0,474
"680",2018120900,4123,"BUF",1,1,33469,36,0,155
"681",2018120901,328,"LA",0,1,38701,27,0,3256
"682",2018120901,703,"CHI",1,1,41688,39,-3,2873
"683",2018120901,1418,"CHI",1,1,41688,31,0,2368
"684",2018120901,1877,"LA",0,1,38701,50,3,2057
"685",2018120901,3900,"LA",0,0,38701,40,9,616
"686",2018120901,4417,"CHI",1,0,41688,38,9,170
"687",2018120902,1551,"CAR",0,1,41736,30,0,2047
"688",2018120902,2693,"CAR",0,1,41736,34,0,1335
"689",2018120902,3547,"CLE",1,1,46634,41,3,531
"690",2018120903,933,"ATL",0,0,27091,53,0,2742
"691",2018120903,1418,"GB",1,1,32386,50,0,2265
"692",2018120903,2161,"GB",1,1,32386,48,10,1804
"693",2018120904,2509,"IND",0,1,21213,54,-7,1804
"694",2018120905,1157,"KC",1,0,45046,51,0,2502
"695",2018120905,1392,"BAL",0,1,39470,28,0,2225
"696",2018120905,2113,"KC",1,1,45046,24,4,1804
"697",2018120905,4401,"KC",1,0,45046,43,0,3
"698",2018120906,2754,"NE",0,0,30932,42,-6,1286
"699",2018120906,3580,"NE",0,1,30932,32,1,410
"700",2018120906,4130,"NE",0,1,30932,22,-2,21
"701",2018120907,1121,"TB",1,0,41991,46,7,2480
"702",2018120907,1349,"NO",0,1,43689,30,7,2229
"703",2018120907,4147,"NO",0,1,43689,36,-11,75
"704",2018120908,1364,"NYG",0,1,43937,35,-7,2443
"705",2018120908,2289,"NYG",0,1,43937,23,-31,1804
"706",2018120909,438,"CIN",0,1,38691,47,7,3088
"707",2018120909,1476,"CIN",0,1,38691,23,11,2105
"708",2018120909,2169,"LAC",1,1,46342,59,2,1800
"709",2018120909,2587,"LAC",1,1,46342,31,5,1362
"710",2018120909,3185,"CIN",0,1,38691,46,8,737
"711",2018120909,3420,"LAC",1,1,46342,32,5,470
"712",2018120909,3982,"LAC",1,1,46342,45,2,54
"713",2018120910,288,"SF",1,1,30403,40,0,3328
"714",2018120910,1088,"SF",1,1,30403,29,3,2584
"715",2018120911,1606,"ARI",1,0,45037,54,-3,2122
"716",2018120911,3510,"ARI",1,1,45037,22,-10,498
"717",2018120912,721,"DAL",1,1,40775,28,0,2848
"718",2018120912,1596,"DAL",1,0,40775,45,3,1913
"719",2018120912,1968,"DAL",1,1,40775,62,3,1801
"720",2018120912,2330,"DAL",1,1,40775,21,6,1441
"721",2018120912,3099,"PHI",0,1,44966,26,3,735
"722",2018120913,1231,"OAK",1,1,46236,44,0,2288
"723",2018120913,1460,"PIT",0,0,41953,39,3,2073
"724",2018120913,4264,"PIT",0,0,41953,40,3,5
"725",2018121000,887,"SEA",1,1,25326,37,0,2655
"726",2018121000,2785,"SEA",1,1,25326,35,3,806
"727",2018121000,3312,"MIN",0,0,38134,NA,6,346
"728",2018121500,322,"HOU",0,1,43846,41,0,3267
"729",2018121500,777,"NYJ",1,1,41175,26,-3,2824
"730",2018121500,1151,"HOU",0,1,43846,32,0,2574
"731",2018121500,1755,"HOU",0,1,43846,53,-10,2079
"732",2018121500,3166,"HOU",0,1,43846,49,-1,757
"733",2018121500,4171,"HOU",0,1,43846,40,-4,57
"734",2018121501,1378,"DEN",1,1,40276,44,0,2301
"735",2018121501,1694,"CLE",0,1,46634,40,3,2097
"736",2018121501,3081,"DEN",1,1,40276,42,0,1005
"737",2018121501,3904,"DEN",1,1,40276,29,-4,279
"738",2018121600,973,"ATL",1,1,27091,22,0,2741
"739",2018121600,1669,"ATL",1,1,27091,33,10,2121
"740",2018121601,1860,"TB",0,1,41991,21,1,1910
"741",2018121601,2102,"BAL",1,1,39470,24,-2,1813
"742",2018121601,3160,"BAL",1,1,39470,35,5,817
"743",2018121602,3702,"DET",0,0,31446,48,1,355
"744",2018121603,1315,"GB",0,1,32386,41,7,2251
"745",2018121603,2423,"GB",0,1,32386,43,11,1470
"746",2018121603,3744,"CHI",1,1,41688,24,7,406
"747",2018121603,4489,"GB",0,1,32386,45,10,15
"748",2018121604,1637,"CIN",1,1,38691,34,14,2206
"749",2018121604,2096,"CIN",1,1,38691,38,10,1904
"750",2018121604,3013,"OAK",0,1,46236,50,13,1293
"751",2018121604,3315,"OAK",0,1,46236,27,10,1062
"752",2018121604,3698,"CIN",1,1,38691,23,7,649
"753",2018121604,4070,"OAK",0,1,46236,40,10,309
"754",2018121605,270,"DAL",0,0,40775,NA,0,3302
"755",2018121605,2244,"IND",1,1,21213,43,7,1802
"756",2018121605,2991,"IND",1,1,21213,44,17,1001
"757",2018121605,3603,"IND",1,1,21213,23,20,421
"758",2018121606,727,"WAS",0,1,40125,46,0,2815
"759",2018121606,1566,"JAX",1,1,38220,33,-3,2006
"760",2018121606,2494,"WAS",0,1,40125,33,7,1357
"761",2018121606,3124,"JAX",1,1,38220,41,4,681
"762",2018121606,3916,"WAS",0,1,40125,36,0,4
"763",2018121607,1992,"MIA",0,1,46298,25,14,1818
"764",2018121607,2445,"MIN",1,1,38134,36,4,1424
"765",2018121607,3141,"MIN",1,1,38134,34,7,785
"766",2018121608,275,"TEN",0,0,34707,48,0,3390
"767",2018121608,3876,"TEN",0,1,34707,22,-14,309
"768",2018121609,1923,"SF",1,1,30403,28,1,1870
"769",2018121609,2901,"SF",1,1,30403,33,4,1079
"770",2018121609,3490,"SF",1,1,30403,45,0,596
"771",2018121609,3768,"SEA",0,1,25326,48,3,327
"772",2018121610,2416,"PIT",1,0,41953,32,7,1416
"773",2018121610,2841,"NE",0,1,30932,33,7,920
"774",2018121610,3668,"PIT",1,1,41953,48,4,154
"775",2018121611,344,"PHI",0,1,44966,51,0,3221
"776",2018121611,1107,"PHI",0,1,44966,34,4,2525
"777",2018121611,1528,"LA",1,1,38701,41,1,2081
"778",2018121611,2104,"LA",1,1,38701,36,-3,1804
"779",2018121611,2843,"PHI",0,1,44966,40,-7,1097
"780",2018121611,3624,"LA",1,1,38701,37,-17,568
"781",2018121611,4529,"PHI",0,0,44966,53,-7,73
"782",2018121700,774,"NO",0,1,43689,46,7,2840
"783",2018121700,1273,"NO",0,1,43689,24,4,2400
"784",2018122200,240,"WAS",0,1,40125,50,0,3434
"785",2018122200,1809,"TEN",1,1,34707,42,-4,1801
"786",2018122200,2468,"WAS",0,1,40125,40,-1,1201
"787",2018122200,2739,"TEN",1,1,34707,33,-4,900
"788",2018122200,3062,"WAS",0,1,40125,46,-1,494
"789",2018122201,177,"BAL",0,1,39470,24,0,3467
"790",2018122201,1468,"BAL",0,1,39470,35,-3,1974
"791",2018122201,1854,"LAC",1,1,46342,38,-6,1845
"792",2018122201,2113,"BAL",0,0,39470,65,-3,1803
"793",2018122201,2756,"BAL",0,1,39470,56,-3,1241
"794",2018122300,1879,"NYG",0,1,43937,40,-7,1875
"795",2018122300,3397,"NYG",0,1,43937,27,-3,564
"796",2018122302,1374,"MIA",1,0,46298,47,0,2171
"797",2018122302,1858,"JAX",0,0,38220,56,0,1804
"798",2018122302,3159,"JAX",0,1,38220,26,0,659
"799",2018122304,1489,"CAR",1,1,41736,50,0,2266
"800",2018122304,1656,"ATL",0,1,27091,39,3,2135
"801",2018122305,1804,"CLE",1,1,46634,37,13,1814
"802",2018122305,2672,"CIN",0,1,38691,51,23,900
"803",2018122305,3073,"CLE",1,1,46634,31,20,449
"804",2018122306,248,"TB",0,1,41991,37,0,3432
"805",2018122306,1325,"TB",0,1,41991,45,11,2359
"806",2018122306,2576,"TB",0,0,41991,52,4,1545
"807",2018122306,2881,"DAL",1,1,40775,20,4,1124
"808",2018122307,487,"DET",1,1,31446,47,0,3155
"809",2018122307,1265,"DET",1,1,31446,35,3,2443
"810",2018122307,1616,"DET",1,1,31446,48,6,2050
"811",2018122307,2694,"MIN",0,1,38134,24,-5,1437
"812",2018122307,3978,"MIN",0,1,38134,29,-15,259
"813",2018122308,1023,"BUF",0,0,33469,43,7,2713
"814",2018122308,2131,"BUF",0,1,33469,35,14,1713
"815",2018122308,2435,"BUF",0,1,33469,41,11,1511
"816",2018122308,3437,"NE",1,1,30932,24,15,467
"817",2018122309,210,"NYJ",1,0,41175,45,0,3383
"818",2018122309,2257,"GB",0,1,32386,42,7,1806
"819",2018122309,2628,"GB",0,1,32386,29,4,1400
"820",2018122309,3483,"GB",0,1,32386,38,15,709
"821",2018122309,4872,"NYJ",1,1,41175,33,-3,21
"822",2018122310,817,"HOU",0,1,43846,30,7,2695
"823",2018122310,2829,"PHI",1,1,44966,47,-3,1235
"824",2018122310,4796,"PHI",1,1,44966,35,-1,3
"825",2018122311,439,"ARI",1,1,45037,36,0,3131
"826",2018122311,1998,"ARI",1,0,45037,54,-12,1817
"827",2018122311,2105,"LA",0,0,38701,57,-12,1804
"828",2018122311,2622,"LA",0,1,38701,21,-12,1241
"829",2018122312,484,"CHI",0,0,41688,37,0,3053
"830",2018122312,1141,"SF",1,1,30403,33,0,2458
"831",2018122312,1476,"SF",1,1,30403,30,3,2152
"832",2018122312,2005,"SF",1,1,30403,23,-1,1805
"833",2018122313,1095,"PIT",0,1,41953,30,4,2650
"834",2018122313,2280,"NO",1,1,43689,43,0,1807
"835",2018122313,3883,"NO",1,0,43689,NA,-4,377
"836",2018122314,690,"KC",0,1,45046,54,7,3098
"837",2018122314,977,"SEA",1,0,25326,36,4,2812
"838",2018122314,2594,"SEA",1,1,25326,28,4,1470
"839",2018122314,3580,"KC",0,1,45046,29,7,632
"840",2018122314,4520,"KC",0,1,45046,32,10,83
"841",2018122400,1994,"OAK",1,1,46236,43,14,1823
"842",2018122400,2115,"DEN",0,0,40276,58,17,1804
"843",2018122400,3925,"OAK",1,1,46236,45,10,282
"844",2018123000,373,"BAL",1,1,39470,38,0,3271
"845",2018123000,1538,"BAL",1,1,39470,35,10,2175
"846",2018123000,2314,"CLE",0,0,46634,46,13,1804
"847",2018123000,2860,"BAL",1,1,39470,44,6,1328
"848",2018123000,3378,"CLE",0,1,46634,35,9,828
"849",2018123000,3732,"BAL",1,1,39470,23,6,443
"850",2018123001,1106,"BUF",1,0,33469,42,14,2581
"851",2018123001,3152,"MIA",0,1,46298,29,14,991
"852",2018123002,1229,"DET",0,0,NA,NA,-7,2441
"853",2018123002,2802,"DET",0,1,31446,43,-21,1092
"854",2018123003,370,"JAX",0,1,38220,25,0,3311
"855",2018123003,716,"HOU",1,1,43846,23,-3,3023
"856",2018123003,3269,"HOU",1,1,43846,24,14,655
"857",2018123005,2028,"MIN",1,1,38134,45,-13,1858
"858",2018123005,3544,"CHI",0,1,41688,42,-11,269
"859",2018123006,810,"NYJ",0,1,41175,40,7,2758
"860",2018123006,3142,"NE",1,1,30932,38,25,584
"861",2018123007,2124,"CAR",0,1,41736,22,-20,1803
"862",2018123007,3437,"CAR",0,1,41736,51,-23,502
"863",2018123008,799,"DAL",0,0,40775,34,0,2771
"864",2018123008,2547,"NYG",1,1,43937,48,-7,1445
"865",2018123008,4182,"NYG",1,1,43937,38,4,159
"866",2018123009,1502,"CIN",0,1,38691,49,-7,1937
"867",2018123009,1814,"PIT",1,1,46663,39,-10,1804
"868",2018123009,3222,"PIT",1,1,46663,47,0,520
"869",2018123009,3383,"CIN",0,1,38691,32,3,380
"870",2018123009,3746,"PIT",1,1,46663,35,0,120
"871",2018123010,1304,"TB",1,1,41991,36,7,2309
"872",2018123010,2740,"TB",1,1,41991,45,3,1303
"873",2018123010,3041,"ATL",0,1,27091,49,6,1024
"874",2018123010,4370,"ATL",0,1,27091,37,1,4
"875",2018123011,2135,"TEN",1,1,34707,38,-10,1805
"876",2018123011,3828,"IND",0,1,21213,25,-7,240
"877",2018123012,909,"PHI",0,1,44966,33,0,2726
"878",2018123013,2185,"DEN",1,1,40276,28,-7,1815
"879",2018123014,1033,"SF",0,1,30403,30,14,2836
"880",2018123014,2611,"LA",1,1,38701,28,18,1803
"881",2018123014,3625,"LA",1,1,38701,51,28,709
"882",2018123015,484,"ARI",0,1,45037,36,0,3145
"883",2018123015,1830,"ARI",0,1,45037,50,4,1878
"884",2018123015,3754,"SEA",1,1,25326,42,0,385
"885",2018123015,3991,"ARI",0,1,45037,55,3,114
"886",2018123015,4260,"SEA",1,1,25326,33,0,3
"887",2019090500,625,"CHI",1,1,46426,38,0,2954
"888",2019090500,3929,"GB",0,1,32386,39,-4,320
"889",2019090800,836,"CAR",1,0,48337,53,0,2747
"890",2019090800,1027,"LA",0,1,38701,49,0,2628
"891",2019090800,3427,"CAR",1,1,48337,52,-13,916
"892",2019090801,506,"TEN",0,1,41991,37,6,3096
"893",2019090802,366,"KC",0,1,45046,28,-7,3240
"894",2019090802,1066,"JAX",1,1,43068,37,-10,2499
"895",2019090802,1331,"KC",0,1,45046,25,-7,2279
"896",2019090802,1490,"JAX",1,1,43068,23,-10,2065
"897",2019090802,1820,"KC",0,1,45046,46,-7,1828
"898",2019090802,3570,"KC",0,1,45046,35,-18,218
"899",2019090803,1296,"MIA",1,1,46298,54,-28,2443
"900",2019090803,3146,"BAL",0,1,39470,34,-39,927
"901",2019090805,2161,"NYJ",1,0,46455,45,6,1830
"902",2019090805,3105,"BUF",0,1,33469,43,16,1132
"903",2019090806,716,"WAS",0,1,40125,41,-7,2871
"904",2019090806,2088,"WAS",0,1,40125,48,-10,1804
"905",2019090806,3755,"PHI",1,1,44966,22,9,192
"906",2019090807,1725,"IND",0,0,21213,46,11,1803
"907",2019090807,1928,"IND",0,1,21213,44,11,1579
"908",2019090807,2700,"IND",0,0,21213,29,8,812
"909",2019090808,736,"CIN",0,1,38691,39,0,2872
"910",2019090808,2616,"CIN",0,0,38691,45,-3,1363
"911",2019090808,3584,"CIN",0,1,38691,27,4,423
"912",2019090809,2110,"ARI",1,1,45037,20,-17,1882
"913",2019090809,3103,"ARI",1,1,45037,42,-14,1183
"914",2019090809,3759,"ARI",1,1,45037,34,-18,673
"915",2019090810,2458,"NYG",0,1,43937,28,14,1563
"916",2019090811,309,"SF",0,1,30403,29,0,3372
"917",2019090811,1802,"SF",0,1,30403,36,4,1979
"918",2019090811,2926,"SF",0,0,30403,57,-6,1062
"919",2019090811,3594,"TB",1,1,47928,31,-6,291
"920",2019090811,3811,"SF",0,1,30403,47,-3,141
"921",2019090812,1981,"NE",1,1,30932,41,17,1821
"922",2019090812,2958,"NE",1,1,30932,35,24,916
"923",2019090812,3611,"NE",1,1,30932,39,27,401
"924",2019090900,1295,"NO",1,1,43689,32,-7,2367
"925",2019090900,2141,"NO",1,0,43689,56,-11,1804
"926",2019090900,4409,"NO",1,1,43689,58,-1,2
"927",2019090901,1840,"DEN",0,0,40276,64,14,1805
"928",2019090901,2583,"DEN",0,1,40276,26,11,1125
"929",2019090901,3157,"DEN",0,1,40276,39,15,523
"930",2019090901,3305,"OAK",1,1,46236,29,12,281
"931",2019091200,551,"TB",0,1,47928,40,0,3040
"932",2019091200,749,"CAR",1,1,48337,32,-3,2876
"933",2019091200,2114,"CAR",1,1,48337,54,-4,1803
"934",2019091200,2507,"CAR",1,1,48337,51,-1,1378
"935",2019091200,3845,"TB",0,1,47928,32,-3,150
"936",2019091500,756,"ARI",0,1,45037,22,7,2841
"937",2019091500,1032,"BAL",1,1,39470,33,4,2651
"938",2019091500,1402,"ARI",0,1,45037,21,7,2314
"939",2019091500,3160,"BAL",1,1,39470,28,8,900
"940",2019091500,3601,"BAL",1,1,39470,51,3,542
"941",2019091501,1243,"CIN",1,0,38691,52,-7,2573
